sentiment_analysis,release_date
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
0.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
0.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
2.0,2007-10-10
2.0,2007-10-10
1.0,2007-10-10
