user_id,posted,item_id,recommend,sentiment_analysis
76561198058477537,2015-03-14,8930,True,2
sky_track,2015-03-14,354140,True,2
thrillder,2015-03-14,730,True,1
76561198061792391,2015-03-14,218620,True,2
solodsnek,2015-03-14,1250,True,2
76561198120646995,2015-03-14,301520,True,2
76561198080125105,2015-03-14,550,True,2
76561198069616842,2015-03-14,550,True,2
thrillder,2015-03-14,219150,True,0
76561198077783045,2015-03-14,730,True,2
76561198069688746,2015-03-14,301520,True,2
Namey5,2015-03-14,20500,True,2
dontplayinpipesanddrains,2015-03-14,263320,True,2
76561197980641293,2015-03-14,55100,True,0
76561198038335264,2015-03-14,245280,True,2
76561198041858423,2015-03-14,730,True,2
gamingislife,2015-03-14,440,True,2
76561198018589800,2015-03-14,8870,True,2
sponseredbypornhub_,2015-03-14,304930,True,2
LieutenantFury,2015-03-14,317360,True,2
assassin_warman,2015-03-14,440,True,2
Deepadeep,2015-03-14,203140,True,2
76561198036513236,2015-03-14,236390,True,1
GLaddy1337,2015-03-14,219150,True,1
zv_odd,2015-03-14,263700,False,2
darvvin,2015-03-14,239820,True,2
johnshere,2015-03-14,4000,True,0
76561198042192960,2015-03-14,302830,True,0
76561198052804938,2015-03-14,35450,True,2
larrythebrony,2015-03-14,334070,False,0
Skippy333,2015-03-14,35720,True,1
76561198086388371,2014-03-14,204360,True,1
76561198010871424,2014-03-14,242920,True,2
mkryu,2014-03-14,570,True,1
drake7758,2014-03-14,4000,True,2
sunnnnnnnnnnnny,2014-03-14,4000,True,2
romulis13,2014-03-14,226700,False,0
negrosarcastico,2014-03-14,730,True,2
harharinfigar,2014-03-14,42910,True,2
76561198052654719,2014-03-14,730,True,2
geoskio,2014-03-14,4000,True,2
playerqwerty,2014-03-14,12200,True,2
76561198086085936,2014-03-14,223670,False,0
76561198081060594,2014-03-14,440,True,2
76561198062595804,2014-03-14,221100,True,2
maplemage,2014-03-14,730,True,2
goatt4life,2014-03-14,3830,True,2
76561198067688271,2014-03-14,550,True,1
ninjaroy,2014-03-14,263020,True,2
jackbb,2014-03-14,70300,True,2
KorosenseiGoD,2014-03-14,730,True,2
BlueFoolPoland,2014-03-14,208090,True,2
76561198095403022,2014-03-14,223710,False,1
Functionalz,2014-03-14,440,True,2
76561198070315347,2014-03-14,730,True,0
jackbb,2014-03-14,3483,True,2
TheIonForge,2014-03-14,4000,True,0
76561198064352761,2014-03-14,56400,True,2
Hitantantsolution,2014-03-14,232810,False,0
36_T,2014-03-14,226700,False,2
LegoBrownHat,2014-03-14,440,True,1
76561198106102416,2014-03-14,233270,True,0
alifyandra,2014-03-14,211820,True,0
76561198009674974,2014-03-14,244850,True,2
76561198066797881,2014-03-14,224540,True,2
mewdetta,2014-03-14,49520,True,1
quackw33dsmok3,2014-03-14,39000,True,0
s3ba5t13n,2014-03-14,104900,True,0
OfficialAlang,2014-03-14,224540,True,2
WhyWontSenpaiNoticeMe,2014-03-14,550,True,2
C9Kfl0m,2014-03-14,730,True,0
jackbb,2014-03-14,8870,True,2
76561198079990063,2014-03-14,231040,True,2
76561198076542620,2014-03-14,202970,True,2
trainlover38,2014-03-14,220780,True,2
KILLERamateur,2014-03-14,240,True,2
76561198044752424,2014-03-14,233450,True,1
76561198095403022,2014-03-14,72850,True,2
fuckyoualnahyan,2014-03-14,239220,True,2
DankestMemeFactoryL33T,2014-03-14,239220,True,0
76561198041125681,2014-03-14,252490,True,2
76561198061508137,2014-03-14,209870,True,2
cja2008,2014-03-14,220200,True,0
RentedGas124,2014-03-14,244850,True,2
cavedigger11,2014-03-14,550,True,1
76561198096922815,2014-03-14,570,True,2
76561198107034938,2014-03-14,440,True,1
benjisponge,2014-03-14,219740,True,0
Spitfire182GE,2014-03-14,238320,True,2
WBmannus,2014-03-14,203770,True,0
gommbamario,2014-03-14,440,True,2
benjisponge,2014-03-14,248820,True,2
oracle_of_zeus,2014-03-14,222900,True,2
76561198060205887,2014-03-14,440,True,2
76561198100384350,2014-03-14,239220,True,1
HAPPi420,2014-03-14,207610,True,0
76561198090356834,2014-03-14,225080,True,2
the_meat_shield,2014-03-14,239820,True,2
MrGoldenGaytime,2014-03-14,440,True,1
76561198090604018,2014-03-14,440,True,1
76561198037980630,2014-03-14,107410,True,2
76561198087310986,2014-03-14,72850,True,2
ky239,2013-03-14,224540,False,0
76561198085327867,2013-03-14,440,True,2
Wharbagarble,2013-03-14,440,True,2
lainkelnuv,2013-03-14,440,True,1
76561198082945647,2013-03-14,440,True,2
76561198079218581,2013-03-14,4920,True,2
SanDWG,2016-03-13,236870,False,2
TheMoDiiFii3r,2016-03-13,365590,False,0
assassins_nightmare,2016-03-13,107410,False,0
thevalleykids,2016-03-13,416210,True,2
niggerfaggotandagayretard,2016-03-13,51100,True,1
SanDWG,2016-03-13,201810,True,2
niggerfaggotandagayretard,2016-03-13,355180,True,1
5856565456564,2016-03-13,386360,True,2
618554,2016-03-13,257730,True,2
DougyFed,2016-03-13,371660,True,1
Xyphien,2016-03-13,357340,True,2
TCTr3bl3Ch0rds,2016-03-13,230410,True,2
76561198107559906,2016-03-13,34030,True,0
vampirespyJL93TF2,2016-03-13,570,True,2
ImAwreo,2016-03-13,232090,True,0
jxwp,2016-03-13,242680,True,0
davidmai7,2016-03-13,730,True,2
76561198052489047,2016-03-13,251570,True,2
76561198058562728,2016-03-13,437220,True,1
76561198068605419,2016-03-13,282070,True,1
deadlyUK,2016-03-13,341500,False,1
rezerno,2016-03-13,378649,True,0
SwinburnCyphenMisslemike,2016-03-13,294860,True,2
76561198254993106,2016-03-13,369580,True,2
76561198070337305,2016-03-13,226700,False,1
Imascatman,2016-03-13,335240,True,2
rsm_garlskg,2016-03-13,312990,True,1
76561198090015061,2016-03-13,200210,True,0
chaoswrecker889,2016-03-13,383080,True,2
76561198018059901,2016-03-13,10180,True,2
76561198075674170,2016-03-13,440,True,2
Runeraider,2016-03-13,437220,False,2
76561198132286053,2016-03-13,222880,True,2
snakrobotza3,2016-03-13,413150,True,1
roonyhd,2016-03-13,236870,True,2
76561198028024146,2016-03-13,570,True,1
76561198137010978,2015-03-13,730,True,2
76561198068777697,2015-03-13,211820,True,2
76561198098492598,2015-03-13,239140,True,0
sorry404notfoundtryagain,2015-03-13,310370,False,2
FinNaLe,2015-03-13,730,True,2
76561198044856249,2015-03-13,109400,True,0
doyouevensmokeweed,2015-03-13,242760,True,2
76561198050462352,2015-03-13,282050,False,2
rstrolf,2015-03-13,311340,True,2
AkkarinDarkmoor,2015-03-13,255710,True,2
sk0p3d4ft3rsk00l,2015-03-13,244210,True,2
76561198068153515,2015-03-13,348090,True,1
76561198098316646,2015-03-13,261570,True,2
gru69,2015-03-13,247910,True,2
76561198092084120,2015-03-13,218620,True,2
senpai_the_slutty,2015-03-13,204630,True,0
Coldaniel,2015-03-13,236390,True,2
76561198080070794,2015-03-13,218620,True,2
76561198083141377,2015-03-13,298630,False,0
76561197970097668,2015-03-13,6910,True,2
76561198067019784,2015-03-13,105600,True,2
76561198048227297,2015-03-13,107410,True,2
76561198048227297,2015-03-13,730,True,0
TheWatchdogEM,2015-03-13,20500,True,2
bawblybooiscommingtoeatyou,2015-03-13,239820,True,2
76561198041010910,2015-03-13,730,True,1
EliteStealth101,2015-03-13,265210,True,2
76561198079324266,2015-03-13,17710,True,0
76561198064718777,2015-03-13,273350,True,1
hentaisandysenpai,2015-03-13,255710,True,1
76561198077102914,2015-03-13,261570,True,2
76561198082299704,2015-03-13,322330,True,2
76561198040951559,2015-03-13,730,True,1
76561198002212023,2015-03-13,342570,False,2
spanduke,2015-03-13,274190,True,2
framesm8,2015-03-13,348040,True,2
EliteStealth101,2015-03-13,32800,False,0
76561198048227297,2015-03-13,307880,True,2
plutopass,2015-03-13,233610,True,0
kimbunny07,2015-03-13,440,True,1
ostrichcsgo,2015-03-13,730,True,2
yolomangamer,2015-03-13,212180,True,2
76561198074900673,2015-03-13,271290,True,0
BABBYMAN,2015-03-13,211420,True,0
76561198068777697,2015-03-13,730,True,0
XMobeZC,2015-03-13,219740,True,0
76561198075686544,2015-03-13,219640,True,0
76561198043082457,2015-03-13,8930,True,2
76561198111531052,2015-03-13,730,True,1
urafookingretardm8,2015-03-13,48700,True,2
G1V3M3Y0URM1LK,2015-03-13,346010,True,2
76561198104393251,2015-03-13,304930,True,1
76561198073958869,2015-03-13,550,True,0
76561198015179413,2015-03-13,226320,True,1
gladospony,2015-03-13,270170,False,2
76561198081172237,2015-03-13,248570,True,1
mrvoidlord,2015-03-13,730,True,2
regalgjblue,2015-03-13,300,True,2
1626466724893520,2015-03-13,306020,True,1
Mystiiez,2015-03-13,730,True,2
76561198054040292,2015-03-13,298260,True,0
MyloXylotoMeh,2015-03-13,248570,True,0
Lord_Exploit,2015-03-13,311560,True,2
fuckingdinasaww,2015-03-13,295110,True,2
76561198088802805,2014-03-13,730,True,2
slevin123za,2014-03-13,91600,True,1
76561198056711561,2014-03-13,6060,True,2
JimmyNaar,2014-03-13,70000,True,2
76561198063585456,2014-03-13,264140,True,2
FoliquaMartinez,2014-03-13,207610,True,1
madlatt,2014-03-13,246620,True,1
76561198036161390,2014-03-13,200210,False,2
76561198104986767,2014-03-13,4000,True,2
Stazza19,2014-03-13,211820,True,2
telekinesticman,2014-03-13,40800,True,2
hawkiie,2014-03-13,11610,True,1
Seaeco,2014-03-13,221100,False,2
brownscarf,2014-03-13,550,True,2
76561198096479122,2014-03-13,570,True,2
76561198053582262,2014-03-13,221640,True,0
arthur-dent,2014-03-13,8930,True,1
visrut,2014-03-13,222900,True,2
76561197993052158,2014-03-13,218230,True,2
sad-commie,2014-03-13,264140,True,2
DequanBeatz,2014-03-13,570,False,0
76561198085200257,2014-03-13,221100,True,2
Shihad,2014-03-13,250600,True,2
nottakenyet,2014-03-13,8870,True,2
76561198049616002,2014-03-13,8870,True,2
Spitfire182GE,2014-03-13,277590,True,2
76561198095238263,2014-03-13,440,True,1
76561198070982854,2014-03-13,221100,True,2
76561198028843194,2014-03-13,209080,True,2
Frizick,2014-03-13,238960,True,2
76561198104575054,2014-03-13,4000,True,0
ArekkusuRaku,2014-03-13,47790,True,2
h0dAyUm,2014-03-13,218230,True,2
76561198103020723,2014-03-13,224260,False,0
ghoules,2014-03-13,236090,True,2
76561198073620268,2014-03-13,226700,True,1
76561198053138682,2014-03-13,8870,True,2
76561198060825349,2014-03-13,257730,True,0
twinturboskyline,2014-03-13,4500,True,2
Bellator1206,2014-03-13,211820,True,1
herio,2014-03-13,243950,False,2
76561198073958869,2014-03-13,8930,True,2
LukeIsFukinAwesome,2013-03-13,72850,True,2
anjelloism,2013-03-13,218230,True,1
76561198084871877,2013-03-13,440,True,2
YoHan103303,2013-03-13,570,True,1
76561198055170291,2012-03-13,300,True,1
Peyton_Eve,2012-03-13,440,True,2
DequanBeatz,2016-03-12,227700,False,2
Bunderama,2016-03-12,220,True,0
76561198254993106,2016-03-12,353560,True,1
deadlyUK,2016-03-12,263980,True,2
AnonRookie,2016-03-12,427520,True,2
pixelonsteam,2016-03-12,292030,True,2
76561198063016498,2016-03-12,379980,True,2
holyblade98,2016-03-12,386360,True,0
cheangkangwen,2016-03-12,730,True,2
76561198076052494,2016-03-12,413150,True,0
76561198061759775,2016-03-12,51100,False,1
spidermanhoodies4sale,2016-03-12,422970,True,2
pikawuu2,2016-03-12,230410,True,0
StegoRekt,2016-03-12,730,True,2
76561198091885821,2016-03-12,378041,True,2
3th3,2016-03-12,286100,True,2
76561198106618351,2016-03-12,397340,True,1
dante67971,2016-03-12,423880,True,2
76561198011740444,2016-03-12,255710,True,2
76561198069082998,2016-03-12,218620,False,0
76561198019923966,2016-03-12,359550,True,1
76561198073647322,2016-03-12,4000,True,2
noirelovelove,2016-03-12,282900,True,2
76561198057519270,2016-03-12,413150,True,2
m1dday,2016-03-12,385730,True,1
76561198054719518,2016-03-12,730,True,2
76561197976603911,2016-03-12,236870,False,2
stopstalkingmypagefuckers,2016-03-12,322330,True,2
76561198079765149,2016-03-12,316010,False,2
MacGregorr,2016-03-12,236870,True,2
getrektscrubuwotm8,2016-03-12,333930,True,2
76561198057800009,2016-03-12,285900,True,0
37755753,2016-03-12,344770,True,2
lioncommingz,2016-03-12,365590,True,2
76561198121793592,2016-03-12,730,True,1
76561198057511203,2015-03-12,261570,True,2
theproficy,2015-03-12,4000,True,0
xilonz,2015-03-12,218620,True,1
76561198050816127,2015-03-12,252490,False,0
ShadowYT100,2015-03-12,354500,True,2
lawidia,2015-03-12,248570,True,2
doctorpotatoes,2015-03-12,204300,True,2
TheOi9k,2015-03-12,331220,True,2
George_Pig,2015-03-12,204450,True,1
76561198067936203,2015-03-12,440,True,2
76561198084705916,2015-03-12,274170,True,1
Sacobite,2015-03-12,348091,True,1
mytesticlelolol,2015-03-12,207250,True,2
ManaGenji,2015-03-12,233150,True,2
JackalOfLight,2015-03-12,218620,True,2
epagames,2015-03-12,730,True,2
76561198077787409,2015-03-12,223710,True,2
76561198109703402,2015-03-12,238460,True,2
C38_76_88,2015-03-12,730,True,1
leafshinobi,2015-03-12,255710,True,2
gatorgolfing,2015-03-12,218620,True,0
Akko6288,2015-03-12,318430,False,1
kerbalsanta,2015-03-12,440,True,2
Lotharrock,2015-03-12,620,True,1
76561198030567998,2015-03-12,55230,True,2
76561197986529825,2015-03-12,268400,True,2
diglekango,2015-03-12,247000,True,2
hemie43,2015-03-12,315840,True,0
Bogus88,2015-03-12,259680,True,2
bistroalafaucon,2015-03-12,236390,True,1
bertil399,2014-03-12,47890,True,2
76561198076698338,2014-03-12,113400,True,2
76561198040899282,2014-03-12,72850,True,0
SirBigDickJohnson,2014-03-12,108600,True,2
76561198083477915,2014-03-12,440,True,1
johnshere,2014-03-12,221100,True,1
vraxvrax,2014-03-12,8930,True,2
leafthehusky,2014-03-12,570,True,1
76561198104316360,2014-03-12,11280,True,2
76561198057970914,2014-03-12,230410,True,2
76561198115853213,2014-03-12,206500,True,2
76561198071111349,2014-03-12,265210,True,1
longinus,2014-03-12,211400,True,1
maximusorb5,2014-03-12,220,True,2
jb_is_gay,2014-03-12,51100,True,0
exdddddddddd,2014-03-12,730,True,2
ToppyTheTopHat,2014-03-12,4000,True,0
joshtopolous,2014-03-12,31280,False,0
76561198103380461,2014-03-12,104900,True,1
BLACKERISFASTER,2014-03-12,31930,True,2
star2dog,2014-03-12,246620,True,2
76561197970931849,2014-03-12,204100,True,2
johnnyup,2014-03-12,8930,True,2
HappyTownsville,2014-03-12,1840,True,2
1800-Ricohut,2014-03-12,91600,True,1
DeathInTheAfternoon,2014-03-12,51100,True,2
geekosaurus,2014-03-12,48700,True,2
ghost-loli,2014-03-12,264200,True,1
76561198063289205,2014-03-12,11240,False,0
mrthromato98,2014-03-12,271290,True,2
Aika2013,2014-03-12,550,True,0
76561197977301184,2014-03-12,201700,True,2
bertil399,2014-03-12,213670,True,0
savegamereview,2014-03-12,42910,True,1
lucke123,2014-03-12,630,True,2
Knightsy2,2014-03-12,221640,True,0
tankmannz,2014-03-12,218620,True,2
76561198067662523,2014-03-12,236390,True,2
ArmenianJunkie,2014-03-12,228380,True,2
lol_ursuchanoob,2014-03-12,220240,True,2
lucke123,2014-03-12,208090,True,1
76561198071383193,2014-03-12,238960,True,2
PixieFeet,2014-03-12,730,True,2
smokeypsd,2014-03-12,3730,True,2
Jarface,2014-03-12,440,True,2
BrahJimbo,2014-03-12,271290,True,2
76561198040899282,2014-03-12,221380,True,0
76561198102241733,2014-03-12,31280,True,2
smokeypsd,2014-03-12,203770,True,2
76561198040899282,2014-03-12,99900,True,2
76561198040899282,2014-03-12,252490,True,0
00000000000000000001227,2014-03-12,251570,True,2
nottakenyet,2014-03-12,270850,False,2
EliteCookies,2013-03-12,440,True,2
76561198073939756,2013-03-12,4000,True,2
76561198080305273,2013-03-12,49540,True,2
76561198078917864,2013-03-12,440,True,2
NicholasTKalos,2012-03-12,34330,True,2
dicksmegmacheese,2016-03-11,218620,True,1
76561198059963566,2016-03-11,413150,True,2
Esvada,2016-03-11,347830,True,1
omgihaveawebpage,2016-03-11,253430,True,2
logermax,2016-03-11,230410,True,2
76561198033992409,2016-03-11,358750,True,2
76561198064967320,2016-03-11,730,True,2
omgihaveawebpage,2016-03-11,620,True,2
potatomemed123321,2016-03-11,304930,True,2
herp-a-derp,2016-03-11,428900,True,2
thecoolone3,2016-03-11,377160,True,2
coollord,2016-03-11,413150,True,1
hypertragic_THIS,2016-03-11,570,True,1
Raiseyourdongersss,2016-03-11,251870,True,2
Shakezula_The_Mic_Rulla,2016-03-11,385730,True,2
17829463213,2016-03-11,730,True,1
76561198058616080,2016-03-11,359550,True,2
omgihaveawebpage,2016-03-11,223470,True,2
76561198107093846,2016-03-11,236870,True,2
76561198069644815,2016-03-11,365590,True,1
mingoko,2016-03-11,440,True,1
LameGames,2016-03-11,413150,True,2
BecauseImSAD,2016-03-11,293500,True,0
omgihaveawebpage,2016-03-11,630,True,2
GhosTboNEs22,2016-03-11,236870,False,0
stopstealingmyurlnames,2016-03-11,323610,False,0
steamconan,2016-03-11,236870,True,1
76561198074284787,2016-03-11,236390,True,0
76561198050620146,2016-03-11,730,True,1
76561198120646995,2016-03-11,304050,False,2
hugomb,2016-03-11,438690,False,1
omgihaveawebpage,2016-03-11,4000,True,2
76561198067805986,2016-03-11,252490,False,0
friedlychees,2016-03-11,306680,True,2
2ZESTY4ME,2016-03-11,550,True,1
omgihaveawebpage,2016-03-11,730,True,2
JookzTheGookz,2016-03-11,730,True,2
wyvaud,2016-03-11,365590,True,0
76561198273284475,2016-03-11,224540,False,0
ziass,2016-03-11,387970,True,1
76561198047179623,2016-03-11,200210,True,2
lsith777,2016-03-11,316010,True,2
omgihaveawebpage,2016-03-11,440,True,2
badminton,2016-03-11,254200,True,2
76561198093453471,2016-03-11,259080,True,2
nickflig,2016-03-11,440980,True,2
Aquilla96,2016-03-11,383870,False,0
76561198053854121,2016-03-11,357850,True,2
Mcboyo,2016-03-11,346010,True,2
76561198061456632,2016-03-11,385730,True,2
76561198079080583,2016-03-11,437220,True,2
76561198069014271,2016-03-11,440,True,2
Lex55678,2016-03-11,252490,True,1
Coolurldude,2016-03-11,437220,True,2
rewfifa,2016-03-11,730,True,1
76561198073504291,2015-03-11,239140,True,2
76561198077796347,2015-03-11,302830,False,0
76561198059640748,2015-03-11,253710,True,2
Capscain,2015-03-11,346120,True,2
76561198043516885,2015-03-11,323470,True,2
cyanpile28,2015-03-11,730,True,0
76561198061971210,2015-03-11,255710,True,2
iisputin,2015-03-11,227940,True,2
rhys3852,2015-03-11,227940,True,2
sirasscakes,2015-03-11,255710,True,0
76561197965916509,2015-03-11,251570,True,2
spidermanhoodies4sale,2015-03-11,218620,True,2
sam_mindyourbuisnesslove,2015-03-11,218620,True,2
76561198061639357,2015-03-11,236850,True,2
76561198076758894,2015-03-11,33930,True,1
76561198049813970,2015-03-11,222880,True,2
ITISTHENUTSHACK,2015-03-11,274920,False,0
76561198001658920,2015-03-11,255710,True,2
ScoutCounterAttack,2015-03-11,730,True,2
Quazziemodo,2015-03-11,255710,True,0
SphereAce,2015-03-11,440,True,2
penguin5774,2015-03-11,255710,True,1
Deus_VuIt,2015-03-11,48700,True,2
riletyface,2015-03-11,255710,True,2
maaatzbr,2015-03-11,227940,True,2
76561198096840499,2015-03-11,297512,True,2
FenIsLove,2015-03-11,274170,True,0
Jack_of_all_Trades,2015-03-11,202970,True,1
76561198055685900,2015-03-11,211600,True,1
SilencerLX,2015-03-11,239140,True,2
sicktoilet,2015-03-11,730,True,0
76561198076580598,2015-03-11,4000,True,1
mrfunkyjunkie,2015-03-11,249380,True,2
76561198098840056,2015-03-11,72850,True,2
SpecGames,2015-03-11,24240,True,2
76561198065642311,2014-03-11,440,True,2
wazfu,2014-03-11,207140,True,1
As0asZePikachu,2014-03-11,99900,True,0
76561198091479250,2014-03-11,204080,True,1
76561198069172206,2014-03-11,440,True,2
richershade,2014-03-11,219680,False,2
12536475869trhgsdf,2014-03-11,99900,True,2
BuzzyWuzzy,2014-03-11,107410,True,2
rryder,2014-03-11,271290,True,2
repdota,2014-03-11,237990,False,1
76561198063337306,2014-03-11,213670,True,2
76561198029352646,2014-03-11,218620,True,1
FIexioN,2014-03-11,222900,True,0
76561198094414013,2014-03-11,244850,False,0
76561198075036474,2014-03-11,440,True,1
76561198080157237,2014-03-11,211820,True,1
76561198031532032,2014-03-11,35720,True,2
76561198066734993,2014-03-11,440,True,2
slevin123za,2014-03-11,47790,True,1
woodzythegreat,2014-03-11,8930,True,2
luxayo,2014-03-11,271290,True,2
moxxi2050,2014-03-11,213670,True,2
76561198097281049,2014-03-11,247910,True,1
iplusplus,2014-03-11,221100,False,0
76561198081822083,2014-03-11,242720,True,2
tallinjones,2014-03-11,249570,False,1
76561198053617943,2014-03-11,242920,True,0
XIChemicalRage,2014-03-11,271290,True,2
76561198017212077,2014-03-11,224760,True,1
look_at_the_damn_profile,2014-03-11,440,True,2
woworchunter242,2013-03-11,4000,True,2
V4Vendettas,2013-03-11,440,True,2
76561198045706351,2012-03-11,440,True,2
Dfeneck,2011-03-11,42910,True,0
thejotang,2016-03-10,437220,True,2
bongsweremadebybongocomics,2016-03-10,206420,True,2
aperture_sandvich,2016-03-10,440,True,2
SafetyPinLoL,2016-03-10,311210,True,2
TheUltimateNetwork,2016-03-10,438690,False,2
16538,2016-03-10,365590,True,2
76561197971285616,2016-03-10,378041,True,1
76561197970809118,2016-03-10,570,True,2
76561198068547407,2016-03-10,225540,True,1
76561198064967320,2016-03-10,265630,True,0
DANOID,2016-03-10,365590,False,0
kidhypocrisy,2016-03-10,391540,True,2
lukeyturley,2016-03-10,247730,False,0
76561198061652531,2016-03-10,203770,True,2
lukeyturley,2016-03-10,730,True,2
only2dgirls,2016-03-10,373770,True,2
Slavonic,2016-03-10,433850,True,2
infin15,2016-03-10,440,True,1
notroben,2016-03-10,221910,True,2
76561198082992295,2016-03-10,230410,True,2
FiggidyJiggidy,2016-03-10,730,True,0
blindvr,2016-03-10,730,True,1
76561198014580082,2016-03-10,378041,True,1
TFWUMastab82Sanic,2016-03-10,302380,True,2
RaveHusky,2016-03-10,222880,True,2
76561198021710409,2016-03-10,367270,True,2
Raixin,2016-03-10,271590,True,2
Slavonic,2016-03-10,313160,True,2
Crailik,2016-03-10,730,True,2
antoniocacciamani,2016-03-10,323910,False,1
76561198074266100,2016-03-10,204300,True,1
FiggidyJiggidy,2016-03-10,48700,True,2
Slavonic,2016-03-10,252950,True,2
Oh_Jesus,2016-03-10,224260,True,2
76561198159037032,2016-03-10,550,True,2
FullTimeSilver3,2016-03-10,730,True,0
76561198043509581,2016-03-10,377160,True,2
badminton,2016-03-10,427520,True,2
095843067,2016-03-10,230290,True,2
76561198062298425,2016-03-10,211160,False,1
76561198082266976,2016-03-10,397340,True,0
76561198086732056,2016-03-10,395200,True,2
JohnnyTAA,2016-03-10,320040,True,2
FiggidyJiggidy,2016-03-10,223470,True,0
76561198088407985,2016-03-10,449020,True,2
76561197961124706,2015-03-10,262060,True,0
NotStomm,2015-03-10,38720,True,2
76561198074918909,2015-03-10,337661,True,1
TomWays,2015-03-10,218620,True,1
76561198066279729,2015-03-10,8080,True,2
thatonestatuething,2015-03-10,304930,True,1
76561198063159016,2015-03-10,275100,True,2
flazep,2015-03-10,730,True,1
ilyjoepoe,2015-03-10,318430,True,2
SuperScore,2015-03-10,283430,True,0
ohnospaghet,2015-03-10,264200,True,2
76561198053963927,2015-03-10,221100,True,1
InjectingMarijuanas,2015-03-10,255710,True,2
pen15inmymouth,2015-03-10,8930,True,2
someoneonly,2015-03-10,203160,True,0
HailAmeixing,2015-03-10,107410,True,1
laampz,2015-03-10,730,True,1
76561198116574183,2015-03-10,227300,True,2
TWILLWOLF,2015-03-10,353360,True,1
Killerkalf,2015-03-10,440,True,2
76561198103371005,2015-03-10,335330,False,0
76561198081708561,2015-03-10,318430,True,2
MERQZ,2015-03-10,730,True,2
76561198095467701,2015-03-10,302830,True,1
uzzumymw,2015-03-10,317360,True,2
76561198044888778,2015-03-10,320350,True,2
chokadokada,2015-03-10,4000,True,1
76561198061160628,2015-03-10,354140,True,2
76561198039400240,2015-03-10,570,True,2
Strike_fire,2015-03-10,440,True,2
sonyghazi,2015-03-10,227300,True,0
135781,2015-03-10,311560,True,2
feechdoingwork,2015-03-10,440,True,2
leafthehusky,2015-03-10,252490,True,1
76561198077586769,2015-03-10,440,True,2
76561198053852153,2015-03-10,295110,True,2
altoryu,2015-03-10,239140,True,2
drsparky,2015-03-10,218620,True,2
GayTom,2015-03-10,49520,True,2
ohnospaghet,2015-03-10,266210,True,2
76561198088634120,2015-03-10,304930,True,1
Bradz,2015-03-10,730,True,2
76561198074009219,2015-03-10,91900,True,1
companothemuslim,2015-03-10,203770,True,2
76561198086758138,2014-03-10,221640,True,2
FvckkMyOppz,2014-03-10,35450,True,2
Paulie1333,2014-03-10,268750,True,2
Arshar,2014-03-10,238240,True,1
76561198069479694,2014-03-10,730,True,1
76561198058517789,2014-03-10,264200,True,2
ZoranAUS,2014-03-10,213670,True,2
76561198019297801,2014-03-10,4000,True,2
76561198069930839,2014-03-10,213670,True,2
romulis13,2014-03-10,209080,True,2
FFFtrooper,2014-03-10,218230,True,2
Jordanmuss,2014-03-10,262120,False,0
blaflum_lum,2014-03-10,264200,True,2
76561198077468327,2014-03-10,252490,True,0
76561198098497224,2014-03-10,252490,True,2
76561198074177617,2014-03-10,440,True,2
76561198080695402,2014-03-10,440,True,2
76561198065874502,2014-03-10,200710,True,0
JohnnyTAA,2014-03-10,211820,True,2
shround,2014-03-10,550,True,2
HailOfLead,2014-03-10,226700,False,2
76561198093248844,2014-03-10,630,True,1
Lone_walker,2014-03-10,220,True,2
H1DD3NT3RR0R,2014-03-10,240,True,2
ukou,2014-03-10,4000,True,2
yourlittlescarecrow,2014-03-10,10090,True,2
beegeemdfk,2014-03-10,730,True,2
76561198064795279,2014-03-10,213670,True,2
210519992016,2014-03-10,261820,False,2
LyfeCookie,2014-03-10,550,True,2
76561198060140388,2014-03-10,43160,True,2
76561198089848099,2014-03-10,108600,True,2
76561198094656207,2014-03-10,440,True,0
Llama_Cheese,2014-03-10,239220,True,1
76561198040596416,2014-03-10,1250,True,2
DUALIESMLG,2014-03-10,264200,True,0
watchudoin,2014-03-10,221380,True,2
pedropyro,2014-03-10,550,True,1
76561198070585472,2014-03-10,259740,True,0
76561198067824493,2014-03-10,17500,True,1
dpskipper,2014-03-10,227300,True,2
FreezeSpy,2014-03-10,244850,True,1
76561198093792318,2014-03-10,218620,True,2
styletypes,2014-03-10,35700,True,2
dexakatom,2014-03-10,440,True,2
76561198070084968,2013-03-10,440,True,0
76561198060678959,2013-03-10,200170,True,2
76561198060678959,2013-03-10,3480,True,0
caffinatedshit,2012-03-10,8980,True,2
TimonTheSentry,2012-03-10,440,True,0
Hav0ckSpAwns,2011-03-10,50130,True,2
76561198013785384,2011-03-10,1250,True,0
76561197967723333,,268050,False,0
76561198202799729,,359550,True,2
swscorpian,,422970,True,2
76561198087706617,,252870,True,2
76561198067283158,,304030,True,2
76561198032651953,,413150,True,2
76561198071834416,,371660,True,2
2Lethal,,213670,True,2
hauntedblast,,371660,True,2
PSDel,,251470,True,2
Luxzackian,,391540,True,0
76561198143395684,,107410,True,1
76561198083097927,,304930,True,2
76561198094830975,,730,True,1
76561198073085657,,271590,True,1
Rubbix,,271290,False,0
SovietLobster,,4000,True,2
JayKayGray,,208750,True,2
76561198058864606,,255710,True,2
76561198064214213,,236850,True,2
2Lethal,,239030,True,1
SovietLobster,,440,True,0
SWAGHIGHJAKKER,,224540,False,2
Sam_Slade,,236390,False,0
76561198080973222,,105600,True,2
battlefrog,,224540,False,1
