genres,release_date,discount_price,price,item_id,developer
"['Action', 'Adventure', 'Indie', 'Early Access']",2015-09-30,0.0,11.99,398250,Triple Lasers
"['Adventure', 'Casual', 'Indie', 'Simulation']",2010-09-16,0.0,19.99,400410,Zeiva Inc
"['Indie', 'Simulation']",2015-09-30,0.0,3.99,388470,SCS Software
"['Adventure', 'RPG', 'Simulation', 'Strategy']",2015-09-30,0.0,4.99,383720,Epic Devs LLC
['Indie'],2015-09-20,0.0,0.99,403560,Space Cat Studios
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2015-09-30,0.0,0.99,344100,Dot Dream
"['Adventure', 'Casual', 'Indie', 'Simulation']",2015-09-30,0.0,0.99,397940,Snail-Ninja Studio
"['Action', 'Indie', 'Simulation', 'Strategy']",2015-09-30,0.0,9.99,386540,GameArt Studio GmbH
"['Indie', 'Strategy']",2015-09-30,0.0,,405450,Team17 Digital Ltd
"['Action', 'Adventure']",1993-12-10,0.0,4.99,370270,Digital Concepts
['Action'],2015-09-30,0.0,34.99,403061,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],2015-09-30,0.0,24.99,403060,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],2015-09-30,0.0,29.99,403062,"Team NINJA,KOEI TECMO GAMES CO., LTD."
"['Adventure', 'Indie']",2015-09-30,0.0,5.99,399780,"Chris Johnson,Chris Larkin"
['Action'],2015-09-30,0.0,19.99,403063,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],2015-09-30,0.0,34.99,382870,"Team NINJA,KOEI TECMO GAMES CO., LTD."
"['Action', 'Indie']",2012-09-06,0.0,,407400,Anvate Games
"['Action', 'Adventure', 'Indie']",2015-10-02,0.0,12.99,361600,Vovoid Media Technologies AB
"['Audio Production', 'Design &amp; Illustration', 'Photo Editing', 'Utilities', 'Video Production', 'Web Publishing']",2007-10-15,0.0,0.0,400040,ShareX Team
"['Indie', 'Simulation']",2015-10-02,0.0,2.99,399670,Endless Loop Studios
"['Adventure', 'Indie']",2015-10-02,0.0,0.99,382070,"David Lawrence,Nico Thomas"
"['Action', 'Adventure']",2015-10-02,0.0,1.99,406370,Adhoc Games
"['Action', 'Adventure']",2015-10-02,0.0,1.99,403890,Vovoid Media Technologies AB
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015-10-02,0.0,2.99,406080,Anarchy Enterprises
['Casual'],2015-10-05,0.0,6.99,395580,Filimundus
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",2015-10-05,0.0,19.99,386590,McMagic Productions
"['Action', 'Indie', 'Early Access']",2015-10-05,0.0,14.99,309900,Hammer Labs
"['Action', 'Indie', 'RPG']",2015-10-05,0.0,9.99,351230,Abnormal Software
"['Adventure', 'Indie']",2015-10-05,0.0,,407040,"MidBoss, LLC."
"['Design &amp; Illustration', 'Education', 'Utilities']",2015-10-05,0.0,,388600,ByteRockers' Games
"['Action', 'Casual', 'Indie']",2015-10-05,0.0,3.99,401120,Kittehface Software
['Racing'],2015-10-05,0.0,9.99,395640,Cavelight Entertainment
"['Action', 'Casual', 'Indie']",2015-10-05,0.0,9.99,374680,Abyss Studios
"['Action', 'Indie', 'Anime', 'Platformer', 'Female Protagonist', 'Difficult', 'Physics']",,0.0,14.99,378750,
"['Indie', 'Simulation', 'Strategy']",2015-10-06,0.0,29.99,233450,Introversion Software
"['RPG', 'Strategy']",2015-10-06,0.0,9.99,363960,HandyGames
"['Action', 'Indie']",2015-10-05,0.0,7.99,408210,Hammer Labs
"['Casual', 'Simulation']",2015-10-06,0.0,2.99,390362,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-10-06,0.0,2.99,390363,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-10-06,0.0,2.99,390364,Ubisoft - San Francisco
"['Animation &amp; Modeling', 'Utilities']",2015-10-06,0.0,64.99,363020,Piranha Bytes Distribution UG&amp;Co KG
"['Casual', 'Simulation']",2015-10-06,0.0,7.99,390365,Ubisoft - San Francisco
['Software Training'],2014-09-01,0.0,14.99,393340,Individual Software
"['Action', 'Casual', 'Indie']",2016-09-10,0.0,,396450,Crecatsoft
['Casual'],2014-06-01,0.0,7.99,347610,Alawar Entertainment
['Simulation'],2015-10-07,0.0,24.99,364340,HiFi Technologies
['Simulation'],2015-10-07,0.0,9.99,379553,A2A Simulations
['Simulation'],2015-10-07,0.0,19.99,325970,Dovetail Games
"['Adventure', 'Casual', 'Free to Play', 'Indie']",2015-10-12,0.0,1.29,384171,"Sebastian Krzyszkowiak,Konrad Burandt,Paweł Radej"
"['Adventure', 'Casual', 'Free to Play', 'Indie']",2015-10-12,0.0,0.99,384170,"Sebastian Krzyszkowiak,Kevin MacLeod,Jakub Marszałkowski,Michał Roszyk"
"['Free to Play', 'Sports', 'Strategy']",2015-10-12,0.0,6.99,407140,Soccer Manager Ltd
"['Adventure', 'Indie']",2015-10-09,0.0,4.99,404690,Nathan Meunier
['Indie'],2015-10-09,0.0,7.99,396310,Oldblood
"['Casual', 'Indie']",2015-10-09,0.0,0.99,371450,Badland Development Studio
"['Action', 'Adventure', 'Casual', 'Indie', 'Racing']",2015-10-09,0.0,7.99,398830,Bit2Good Ug
"['Action', 'Indie', 'Strategy']",2015-10-09,0.0,9.99,352760,Mechabit Ltd
"['Action', 'Racing', 'Sports']",1995-12-31,0.0,5.99,306350,"Gremlin Interactive,The Software Refinery"
"['Action', 'Adventure']",1996-06-30,0.0,5.99,400370,Gremlin Interactive
"['Action', 'Adventure', 'Indie', 'Racing']",2015-10-09,0.0,6.99,405660,Bit2Good Ug
"['Adventure', 'Indie', 'RPG']",2015-10-09,0.0,6.99,354770,Aaron Arcand
"['Action', 'Casual', 'Indie']",2015-10-09,0.0,2.99,384010,Whootgames
['Indie'],2015-10-09,0.0,1.99,402680,Michael Lückgen
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2015-10-09,0.0,3.99,407150,Juri Schupilo
"['Casual', 'Simulation']",2015-10-13,0.0,2.99,390367,Ubisoft - San Francisco
"['Action', 'Indie', 'RPG']",2015-08-14,0.0,3.99,409360,Winter Drake Teller
['Casual'],2015-10-14,0.0,7.99,385250,Casual Labs
"['Action', 'Indie']",2015-10-14,0.0,1.99,409630,Overflow
['Adventure'],2015-10-15,0.0,29.99,381100,Dogenzaka Lab
"['Casual', 'Indie']",2015-10-14,0.0,1.99,404810,Moleworks
['Action'],2015-10-15,0.0,9.99,402030,Team Grybanser Fox
"['Adventure', 'RPG']",2014-06-08,0.0,1.99,403490,Regal Computer Services
"['Action', 'Adventure', 'Indie']",2015-10-15,0.0,2.99,360740,Moppin
['Strategy'],2015-10-15,0.0,9.99,389420,"Flashback Games,The Lordz Games Studio"
"['Action', 'Adventure', 'Indie']",2015-10-15,0.0,14.99,243160,Untame
"['Action', 'Adventure', 'Indie']",2015-10-15,0.0,9.99,408070,"Untame,The Future Sound of London"
"['Action', 'Adventure', 'Casual', 'Indie']",2015-10-15,0.0,14.99,274190,Free Lives
"['Adventure', 'Casual', 'Simulation']",2015-10-13,0.0,3.99,409130,Realore
"['Action', 'Adventure', 'Casual', 'Indie']",2015-10-15,0.0,4.99,410790,Free Lives
"['Action', 'Indie', 'RPG']",2015-10-15,0.0,0.99,410260,Winter Drake Teller
"['Action', 'Free to Play', 'Simulation', 'Strategy']",2015-10-15,0.0,0.0,398840,LUCKY GIRLS LIMITED
"['Action', 'Adventure', 'Indie']",2015-10-15,0.0,0.99,409420,Syberstudio
"['Action', 'Adventure', 'RPG', 'Strategy']",2015-10-16,0.0,14.99,394450,Rodeo Games
"['Movie', 'Drama']",2014-01-10,0.0,5.99,382670,
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2015-10-16,0.0,8.99,263920,TwinDrills
['Adventure'],2015-10-16,0.0,7.99,397030,OVERDRIVE
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2015-10-16,0.0,6.99,407700,4NetGames
"['Adventure', 'Indie', 'Action']",,0.0,8.99,391910,
"['Action', 'Indie', 'RPG']",2016-03-15,0.0,9.99,399640,Nimbly Games
"['Action', 'Adventure', 'Indie']",2015-10-16,0.0,14.99,382160,RSK Entertainment
['Audio Production'],2015-10-19,0.0,99.99,386550,MAGIX Software GmbH
"['Adventure', 'Casual', 'Simulation', 'Strategy']",2015-10-19,0.0,3.99,411530,Realore
"['Simulation', 'Strategy']",2015-10-16,0.0,9.99,402300,StudioGIW
"['Adventure', 'Casual', 'Simulation', 'Strategy']",2015-10-19,0.0,2.99,411550,Realore
['Simulation'],2015-02-10,0.0,11.99,345030,Robert Dahlenburg
['RPG'],2015-10-19,0.0,6.99,382464,BANDAI NAMCO Studio Inc.
['RPG'],2015-10-19,0.0,49.99,351970,BANDAI NAMCO Studio Inc.
"['Action', 'Adventure', 'Indie', 'RPG']",2015-10-19,0.0,9.99,402120,Bread Machine Games
"['Action', 'Adventure']",2015-10-19,0.0,18.99,306670,Codemasters
"['Action', 'Adventure']",2015-10-20,0.0,0.99,406590,Konami Digital Entertainment
"['Action', 'Adventure']",2015-10-19,0.0,19.99,329930,"DONTNOD ENTERTAINMENT,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Action', 'Adventure']",2015-10-20,0.0,0.99,406610,Konami Digital Entertainment
"['Indie', 'Early Access']",2015-10-20,0.0,5.99,391190,Boiagames
"['Action', 'Indie', 'Racing', 'Sports']",2015-10-21,0.0,1.99,405170,"Psyonix, Inc."
"['Adventure', 'Simulation']",2015-10-21,0.0,14.99,361200,Reality Twist GmbH
"['Action', 'Adventure', 'Indie', 'RPG']",2015-10-20,0.0,29.99,403200,Dreamatrix
"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-10-23,0.0,1.99,412000,Alexander Byzov
"['Adventure', 'Casual', 'Simulation', 'Strategy']",2015-10-21,0.0,2.99,412440,Realore
"['Adventure', 'Casual', 'Indie', 'Simulation']",2015-10-21,0.0,2.99,411730,Trial &amp; Error
['Simulation'],2015-10-21,0.0,59.99,278550,ARTDINK
"['Indie', 'Simulation', 'Strategy']",2015-10-21,0.0,4.99,368230,"Noio,Licorice"
"['Adventure', 'Casual']",2015-10-21,0.0,14.99,397440,Gunnar Games
"['Tutorial', 'Animation & Modeling']",2015-10-21,0.0,7.99,401990,
"['Animation & Modeling', 'Tutorial']",2015-09-15,0.0,4.99,401310,
"['Action', 'Adventure']",2015-10-20,0.0,0.99,406580,Konami Digital Entertainment
"['Animation & Modeling', 'Tutorial']",2015-09-24,0.0,9.99,404110,
"['Animation & Modeling', 'Tutorial']",2015-09-27,0.0,14.99,404300,
"['Tutorial', 'Animation & Modeling']",2015-10-21,0.0,10.99,402730,
"['Action', 'Indie', 'Early Access']",2015-10-21,0.0,9.99,330570,C3SK
"['Adventure', 'Indie', 'RPG']",2015-10-21,0.0,8.99,395420,Alexander Mirdzveli
"['Indie', 'Simulation', 'Strategy']",2015-10-22,0.0,4.99,395600,Windforce
['Indie'],2015-10-21,0.0,0.99,384650,YGGDRASIL STUDIO
['Casual'],2015-10-21,0.0,9.99,407720,Zoo Corporation
"['Adventure', 'Indie']",2015-10-21,0.0,9.99,405780,Turmoil Games
"['Action', 'Indie', 'Early Access']",2015-10-23,0.0,8.99,404750,Raving Bots
"['Audio Production', 'Utilities', 'Video Production']",2015-10-23,0.0,24.99,406230,Audials AG
"['Audio Production', 'Utilities']",2015-10-23,0.0,14.99,406240,Audials AG
"['Indie', 'Simulation']",2015-10-23,0.0,5.99,393920,"Diggidy.net, LLC"
"['Audio Production', 'Utilities']",2015-10-23,0.0,49.99,405700,Audials AG
"['Audio Production', 'Utilities', 'Video Production']",2015-10-23,0.0,39.99,405690,Audials AG
"['Drama', 'Short']",2011-04-01,0.0,1.99,394890,
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015-10-20,0.0,2.99,412430,Dreamsite Games
"['Animation &amp; Modeling', 'Video Production']",2015-10-22,0.0,4.99,406190,Holotech Studios
"['Action', 'Indie']",2015-10-22,0.0,11.99,395300,Ceiba Software and Arts
"['Simulation', 'Strategy']",2015-10-22,0.0,19.99,397180,WarfareSims
"['Casual', 'Indie']",2015-10-22,0.0,2.99,396790,"Jetdogs Studios,IndeePop"
"['Adventure', 'Casual', 'Indie']",2015-10-22,0.0,3.99,390470,Dharker Studio
"['Adventure', 'Casual', 'Indie']",2015-10-22,0.0,7.99,348540,Dharker Studio
['Simulation'],2015-10-22,0.0,19.99,325974,Dovetail Games
['Simulation'],2015-10-22,0.0,19.99,325973,Dovetail Games
['Action'],2015-10-27,0.0,3.99,391630,Gamesare
"['Free to Play', 'Massively Multiplayer']",2015-10-21,0.0,,411020,N2Games
"['Indie', 'Racing', 'Early Access']",2015-10-26,0.0,2.99,324470,Princesseuh
"['Action', 'Adventure', 'Indie']",2015-10-26,0.0,1.99,407920,"Monochrome, Inc"
"['Adventure', 'Indie', 'Simulation', 'Strategy']",2015-10-26,0.0,4.99,414030,RadiationBurn
"['Action', 'Casual', 'Free to Play', 'Indie']",2014-12-24,0.0,0.0,391780,Duion
"['Indie', 'Simulation', 'Early Access']",2015-10-26,0.0,7.99,327000,Sakura River Interactive
"['Free to Play', 'FPS', 'Gaming', 'Shooter', 'Action', 'Multiplayer', 'Documentary', 'Episodic', 'Online Co-Op', 'First-Person', 'Massively Multiplayer', 'Singleplayer', 'Casual', 'Adventure', 'Action-Adventure', 'Anime', 'Games Workshop', 'Physics', 'Pixel Graphics', 'Drama']",2015-10-26,0.0,0.0,413850,
"['Action', 'Indie']",2015-10-26,0.0,0.99,412870,ElagoTech
"['Action', 'Indie']",2015-10-26,0.0,7.99,395140,ElagoTech
"['Adventure', 'Indie']",2015-10-26,0.0,4.99,351060,"Cantina Games and Entertainment, Inc."
"['Action', 'Casual', 'Indie']",2015-10-27,0.0,4.99,406930,Naloki
['Adventure'],2015-10-27,0.0,12.99,402020,Funcom
"['Adventure', 'Indie']",2015-10-27,0.0,1.99,395270,David Szymanski
['Simulation'],2015-10-27,0.0,19.99,379546,A2A Simulations
"['Adventure', 'Indie', 'RPG', 'Strategy']",2015-10-27,0.0,39.99,373420,Larian Studios
"['Action', 'Indie']",2015-10-27,0.0,1.99,408170,Cuddly Zombie Games
"['Casual', 'Simulation']",2015-10-27,0.0,2.99,390375,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-10-27,0.0,2.99,390376,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-10-27,0.0,2.99,390374,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-10-27,0.0,2.99,390377,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-10-27,0.0,9.99,390378,Ubisoft - San Francisco
"['Indie', 'Casual', 'Adventure', 'VR', 'Pirates', 'Exploration']",,0.0,6.99,411690,
['RPG'],2015-10-27,0.0,4.99,382466,BANDAI NAMCO Studio Inc.
['RPG'],2015-10-27,0.0,6.99,382469,BANDAI NAMCO Studio Inc.
"['Animation &amp; Modeling', 'Video Production']",2015-10-27,0.0,,414240,Holotech Studios
"['Action', 'Adventure', 'Indie']",2015-10-27,0.0,4.99,413680,Room710Games
['Action'],2015-10-27,0.0,7.99,379191,
['Action'],2015-10-27,0.0,3.99,344171,Capcom
['Action'],2015-10-27,0.0,3.99,344172,Capcom
['Action'],2015-10-27,0.0,3.99,344174,Capcom
['Action'],2015-10-27,0.0,3.99,344173,Capcom
['Action'],2015-10-27,0.0,3.99,344176,Capcom
['Action'],2015-10-27,0.0,3.99,344175,Capcom
"['Racing', 'Simulation', 'Sports']",2015-10-27,0.0,29.99,282050,"Rainbow Studios,THQ Nordic"
['Action'],2015-10-27,0.0,3.99,344178,Capcom
['Action'],2015-10-27,0.0,3.99,344177,Capcom
"['Action', 'Free to Play', 'Indie']",2015-10-28,0.0,0.0,409670,Studio Pixel
['Action'],2015-10-27,0.0,3.99,344170,Capcom
"['Casual', 'Simulation', 'Strategy']",2011-04-01,0.0,4.99,300160,Toxtronyx
"['Action', 'Adventure']",2015-10-28,0.0,1.99,401628,Rocksteady Studios
"['Action', 'Adventure']",2015-10-28,0.0,1.99,313101,Rocksteady Studios
"['Action', 'Adventure']",2015-10-28,0.0,1.99,350171,Rocksteady Sudios
"['Action', 'Adventure']",2015-10-28,0.0,1.99,401623,Rocksteady Studios
"['Action', 'Adventure']",2015-10-28,0.0,1.99,401624,Rocksteady Studios
"['Action', 'Adventure']",2015-10-28,0.0,0.99,356470,Rocksteady Studios
"['Action', 'Adventure']",2015-10-28,0.0,1.99,401622,Rocksteady Studios
"['Action', 'Adventure']",2015-10-28,0.0,0.99,405030,Rocksteady Studios
"['Action', 'Adventure']",2015-10-28,0.0,1.99,401621,Rocksteady Studios
"['Action', 'Adventure']",2015-10-28,0.0,1.99,401620,Rocksteady Studios
"['Action', 'Adventure']",2015-10-28,0.0,6.99,313102,Rocksteady Studios
"['Adventure', 'Indie']",2015-10-28,0.0,3.99,377970,"no CVT,BlackMuffin"
"['Adventure', 'Indie']",2015-10-29,0.0,7.99,408260,"no CVT,BlackMuffin"
"['Adventure', 'Casual']",2015-10-28,0.0,9.99,397430,TERC
"['Horror', 'Drama', 'Short']",2015-10-28,0.0,1.99,413600,
"['RPG', 'Simulation', 'Strategy']",2015-10-29,0.0,,408600,Realmforge Studios
"['Adventure', 'Indie']",2015-10-29,0.0,8.99,383680,"no CVT,BlackMuffin"
['Simulation'],2013-11-11,0.0,9.99,415040,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
"['Action', 'Casual', 'Indie', 'Strategy']",2015-10-29,0.0,0.99,415221,Kerberos Productions Inc.
"['Adventure', 'Indie']",2015-10-29,0.0,8.99,390290,Bulbware
"['Adventure', 'Indie']",2015-10-29,0.0,9.99,269990,Digital Eel
['Strategy'],2015-10-29,0.0,1.99,378040,"Relic Entertainment,Feral Interactive (Mac/Linux)"
"['Action', 'Indie']",2015-10-08,0.0,5.99,413991,Digital Confectioners
"['Adventure', 'Indie']",2015-10-29,0.0,2.99,414010,Darkling Room
"['Action', 'Indie']",2015-09-01,0.0,5.99,392860,Digital Confectioners
"['Action', 'Casual', 'Indie', 'Simulation']",2015-10-29,0.0,3.99,375040,Exato Game Studios
"['Action', 'Indie']",2015-10-08,0.0,5.99,414100,Digital Confectioners
"['Adventure', 'Indie']",2015-10-29,0.0,7.99,347730,rest.less Games
"['Adventure', 'Indie']",2015-10-29,0.0,3.99,414710,rest.less Games
['Simulation'],2015-10-29,0.0,19.99,325977,Dovetail Games
"['Action', 'Adventure', 'Indie', 'RPG']",2015-10-29,0.0,,397930,Haemimont Games
"['Action', 'Adventure', 'Indie', 'RPG']",2015-10-29,0.0,,397910,Haemimont Games
"['Adventure', 'Indie']",2015-10-29,0.0,4.99,291770,Darkling Room
['Simulation'],2015-10-29,0.0,14.99,374851,Giants Software
"['Action', 'Indie', 'Early Access']",2015-10-29,0.0,4.99,407620,Blob Games Studio
"['Indie', 'RPG', 'Strategy']",2015-10-29,0.0,6.99,415560,"SmiteWorks USA, LLC"
"['Action', 'Adventure', 'Indie', 'RPG']",2015-10-29,0.0,,397920,Haemimont Games
"['Indie', 'RPG', 'Strategy']",2015-10-29,0.0,9.99,415550,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",2015-10-29,0.0,5.99,415540,"SmiteWorks USA, LLC"
['Simulation'],2013-11-11,0.0,7.99,415340,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
['Simulation'],2013-06-18,0.0,9.99,414670,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
['Simulation'],2013-06-18,0.0,9.99,414672,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
['Simulation'],2013-06-18,0.0,9.99,414673,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
['Simulation'],2013-06-18,0.0,9.99,414675,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
['Simulation'],2013-06-18,0.0,9.99,414674,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
"['Action', 'Indie']",2015-09-01,0.0,5.99,413990,Digital Confectioners
['Simulation'],2013-06-18,0.0,9.99,414671,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",2015-10-30,0.0,99.99,410530,The Game Creators
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",2015-10-30,0.0,19.99,410531,The Game Creators
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",2015-10-30,0.0,29.99,411010,"Digitial Skills,The Game Creators"
"['Action', 'Adventure', 'Free to Play', 'RPG', 'Simulation']",2015-10-30,0.0,0.0,404410,Michael Zahniser
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",2015-10-30,0.0,119.99,345720,"Digital Skills,The Game Creators"
"['Action', 'Adventure', 'Free to Play', 'RPG', 'Simulation']",2015-10-30,0.0,0.0,404800,Michael Zahniser
"['Action', 'Adventure']",2015-10-30,0.0,10.99,401920,"Nicalis, Inc.,Edmund McMillen"
"['Action', 'Casual', 'Indie', 'Sports']",2015-10-30,0.0,1.99,406300,Aries-Lenov
"['Casual', 'Indie']",2016-05-12,0.0,4.99,410440,"James de Silva,Matthew Sanders"
"['Action', 'Indie', 'Strategy']",2015-11-02,0.0,4.99,415580,Plastic Games
"['Simulation', 'Sports']",2015-11-02,0.0,19.99,314520,Dovetail Games
"['Adventure', 'Indie', 'Simulation', 'Strategy']",2015-11-02,0.0,12.99,362290,RadiationBurn
"['Indie', 'RPG', 'Strategy']",2015-11-02,0.0,14.99,415920,Rad Codex
"['Adventure', 'Casual', 'Simulation']",2015-10-30,0.0,6.99,409920,Ithaqua Labs
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2015-11-02,0.0,0.99,415730,Michael Flynn
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2015-11-02,0.0,9.99,408440,The Tambourine
"['Simulation', 'Strategy']",2015-11-02,0.0,19.99,416480,Blue Byte
['Indie'],2015-11-02,0.0,3.99,407300,Submersivo Game Studio
"['Simulation', 'Strategy']",2015-11-03,0.0,39.99,375910,Blue Byte
"['Action', 'Casual', 'Indie', 'RPG']",2015-11-02,0.0,2.99,385100,Sørb
"['Casual', 'Indie', 'RPG', 'Strategy']",2015-04-13,0.0,,416100,Oblivionburn Productions
"['Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-04-13,0.0,0.0,416030,Oblivionburn Productions
"['Horror', 'Indie', 'Strategy', 'Action', 'Psychological Horror', 'Survival', 'Atmospheric', 'Multiplayer', 'First-Person']",,0.0,4.99,412770,
"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-05,0.0,5.99,409257,Overhead Games
"['Indie', 'Strategy']",2015-08-25,0.0,,396540,Puzzle Lab
"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-04,0.0,7.99,409192,Overhead Games
"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-04,0.0,4.99,409190,Overhead Games
"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-04,0.0,4.99,409191,Overhead Games
"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-04,0.0,8.99,409240,Overhead Games
"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-04,0.0,8.99,409204,Overhead Games
"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-04,0.0,4.99,409194,Overhead Games
"['Action', 'Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']",2015-11-04,0.0,7.99,369270,Timedrop Studios
"['Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",2015-11-04,0.0,1.99,385020,NSE Circuit
['Simulation'],2015-11-04,0.0,4.99,326013,Fastline Simulation
"['Action', 'Casual', 'Indie']",2015-11-04,0.0,4.99,369360,Pen and Sword Games
"['Indie', 'Strategy']",2015-11-04,0.0,9.99,355980,Valsar
"['Action', 'Adventure', 'Casual', 'Indie']",2015-10-31,0.0,2.99,410040,Emeryon games
"['Action', 'Indie']",2015-01-18,0.0,1.99,344970,Johnny Death Games
['Simulation'],2015-11-04,0.0,4.99,326014,Fastline Simulation
"['Action', 'Adventure', 'Indie', 'Simulation']",2015-11-05,0.0,0.99,408101,ANPA.US
"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",2015-11-05,0.0,2.99,341570,Unterrainer Informatik OG
"['Action', 'Casual', 'Indie']",2015-06-07,0.0,0.0,397680,"Bitl,Cobalt-57"
"['Tutorial', 'Design & Illustration']",2015-11-05,0.0,4.99,413900,
['Action'],2015-11-05,0.0,4.99,387920,"CAVE Interactive CO.,LTD."
"['Tutorial', 'Design & Illustration']",2015-11-05,0.0,19.99,413890,
['Action'],2015-11-05,0.0,4.99,387921,"CAVE Interactive CO.,LTD."
"['Action', 'Adventure']",2015-11-05,0.0,59.99,311210,Treyarch
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",2015-11-05,0.0,4.99,409490,Genetix Studio
"['Action', 'Adventure', 'Indie', 'RPG']",2015-11-06,0.0,,416400,NeocoreGames
['Simulation'],2015-11-06,0.0,4.99,326015,Fastline Simulation
"['Adventure', 'Indie']",2015-11-06,0.0,2.99,411760,DuCats Games Studio
"['Documentary', 'Gaming']",2015-11-06,0.0,3.99,406210,
"['Indie', 'RPG', 'Strategy']",2015-11-06,0.0,19.99,409450,Mana Games
"['Action', 'Adventure', 'Indie', 'RPG']",2015-11-06,0.0,44.99,400170,NeocoreGames
"['Action', 'Adventure']",2015-11-06,0.0,49.99,366843,Treyarch
['Indie'],2015-11-06,0.0,,416440,Electroplasmatic Games
"['Free to Play', 'Strategy']",2015-11-09,0.0,0.0,329790,Ankama Studio
"['Free to Play', 'Strategy']",2015-11-09,0.0,14.99,401460,Ankama Studio
"['Free to Play', 'Strategy']",2015-11-09,0.0,14.99,401440,Ankama Studio
"['Casual', 'Strategy']",2015-11-09,0.0,3.99,418160,Rainbow Games
"['Free to Play', 'Strategy']",2015-11-09,0.0,14.99,401470,Ankama Studio
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-11-09,0.0,12.99,254200,ProjectorGames
"['Free to Play', 'Strategy']",2015-11-09,0.0,19.99,401430,Ankama Studio
"['Action', 'Casual', 'Strategy']",2015-11-09,0.0,2.99,416800,Guys From Andromeda LLC
"['Action', 'Adventure', 'Indie', 'Early Access']",2015-11-09,0.0,4.99,414070,"Evgeny Shcherbakov,Matvey Sakharovskiy"
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2015-11-09,0.0,4.99,414360,ACE MADDOX
"['Action', 'Indie', 'RPG', 'Early Access']",2015-11-09,0.0,0.0,397360,Kosek.com
['Simulation'],2015-11-10,0.0,24.99,364324,FeelThere
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2015-11-10,0.0,14.99,266190,Tethys Interactive LLC
"['Casual', 'Simulation']",2015-11-10,0.0,2.99,390384,Ubisoft - San Francisco
"['Indie', 'Casual', 'Cute']",,0.0,4.99,398480,
