release_date,discount_price,price,item_id,developer
2014-04-17,0.0,9.99,271570,BumpkinBrothers
2014-04-17,0.0,6.99,284950,DL Softworks
1996-10-04,0.0,6.99,283960,Humongous Entertainment
2014-04-17,0.0,4.99,292880,Gogii Games
1994-10-28,0.0,6.99,283940,Humongous Entertainment
2014-04-17,0.0,,295210,Astral Byte Ltd.
2014-04-17,0.0,8.99,293420,Astral Byte Ltd.
2014-04-17,0.0,19.99,260130,Idea Factory
2014-04-17,0.0,0.0,263540,Mad Otter Games
2014-04-17,0.0,4.99,282760,Digital Tentacle
2014-04-18,0.0,1.99,280380,DMD Enterprise
2014-04-17,0.0,4.99,289800,Microids
2012-09-25,0.0,1.99,291270,9heads Game Studios
2012-09-25,0.0,,294350,9heads Game Studios
2014-04-23,0.0,4.99,279480,Games Up
2003-10-03,0.0,3.99,292160,Altar Interactive
2004-11-30,0.0,2.99,289360,1C Company
2006-07-19,0.0,2.99,289220,"Saturn-plus,Orion"
2003-12-11,0.0,2.99,289460,Creat Studio
2007-01-26,0.0,2.99,289200,DVS
1994-06-02,0.0,9.99,283270,"Sir-Tech,Madlab Software"
2011-09-05,0.0,9.99,287091,Slitherine Ltd.
2010-12-09,0.0,9.99,287090,Slitherine Ltd.
2013-08-06,0.0,9.99,287094,Slitherine Ltd.
2013-11-27,0.0,9.99,287095,Slitherine Ltd.
2012-01-15,0.0,9.99,287092,Slitherine Ltd.
2013-03-20,0.0,9.99,287093,Slitherine Ltd.
2014-04-25,0.0,4.99,286340,Farsky Interactive
2010-12-10,0.0,2.99,288730,"Play, Silden"
2014-04-25,0.0,,285540,Krillbite Studio
2002-04-13,0.0,9.99,297570,Black Cactus
2014-04-25,0.0,2.99,283660,Somi
2014-04-24,0.0,5.99,252570,Dirigo Games
2014-04-24,0.0,19.99,293960,Aartform Games
2014-04-24,0.0,4.99,287720,Microids
2004-06-25,0.0,4.99,281280,Supersonic Software
1998-06-19,0.0,6.99,264080,K-D Lab
1996-12-31,0.0,9.99,292390,Gremlin Interactive
2005-01-08,0.0,9.99,292410,Eutechnyx
2013-08-08,0.0,9.99,284830,Artifex Mundi
2014-04-24,0.0,4.99,295770,Hippomancer
2014-04-24,0.0,,298010,Hippomancer
2006-10-17,0.0,3.99,296210,Apeiron
2014-04-30,0.0,2.99,290406,Ubisoft Montréal
2007-08-24,0.0,4.99,289890,Apeiron
2000-12-20,0.0,2.99,289320,Bohemia Interactive
2014-04-30,0.0,4.99,279500,Ticonblu
2014-04-30,0.0,7.99,250640,souvenir circ.
2014-04-30,0.0,1.99,289730,Eko Software
2014-04-30,0.0,9.99,250300,Eagle Dynamics SA
2014-04-30,0.0,119.99,282240,Wingware
2014-04-30,0.0,79.99,244830,Wingware
2014-04-30,0.0,6.99,288500,Cateia Games
2014-04-30,0.0,9.99,281220,Abstraction Games
2014-04-30,0.0,9.99,227780,"Croteam,Alligator Pit"
2014-05-01,0.0,19.99,222628,Dovetail Games
2014-05-01,0.0,7.99,266050,Homegrown Games
2014-05-05,0.0,,296750,Hella Games Entertainment
2014-05-01,0.0,2.99,274880,GRIP Digital s.r.o.
2014-05-06,0.0,14.99,264060,Whole Hog Games
2014-05-06,0.0,,298920,souvenir circ.
2014-05-06,0.0,3.99,295730,Windybeard
2012-05-06,0.0,0.0,286100,Minor Key Games
2013-04-01,0.0,,299130,Digital Happiness
2014-05-06,0.0,8.99,273300,Red Barrels
2014-05-06,0.0,2.99,294907,Ubisoft - San Francisco
2014-05-06,0.0,24.99,281900,Eldon Harris
2014-05-06,0.0,2.99,294906,Ubisoft - San Francisco
2014-05-06,0.0,2.99,294905,Ubisoft - San Francisco
2014-05-06,0.0,7.99,294908,Ubisoft - San Francisco
2003-09-30,0.0,9.99,299070,Black Cactus
2014-05-06,0.0,19.99,268540,Daedalic Entertainment
2014-05-06,0.0,4.99,299100,Carlo D'Apostoli Projects
2014-05-07,0.0,9.99,273600,Volition Inc.
2013-05-08,0.0,19.99,292760,Ageod
2014-05-07,0.0,4.99,225600,Puny Human
2014-05-13,0.0,4.99,291900,Positech Games
2014-05-09,0.0,8.99,299140,"SmiteWorks USA, LLC"
2014-05-09,0.0,0.0,265630,Fistful of Frags Team
2014-05-09,0.0,4.99,296530,Steve Jarman
2014-05-12,0.0,,301060,Kerberos Productions Inc.
2014-05-09,0.0,14.99,266490,"BitMonster, Inc."
2014-05-09,0.0,39.99,252690,"SmiteWorks USA, LLC"
2014-05-12,0.0,4.99,269330,Bedtime Digital Games
2014-05-12,0.0,5.99,293320,"Nova Dimension,Naga Entertainment"
2014-05-12,0.0,19.99,260160,Mimimi Productions
2014-05-12,0.0,9.99,287200,b-alive gmbh
2014-05-12,0.0,24.99,299300,"SmiteWorks USA, LLC"
2014-05-12,0.0,4.99,277820,Gamepires
2010-07-02,0.0,4.99,285420,Dancing Dragon Games
2014-05-12,0.0,24.99,283620,TML-Studios
2014-05-12,0.0,5.99,301240,"SmiteWorks USA, LLC"
2014-05-13,0.0,2.99,294910,Ubisoft - San Francisco
2014-05-13,0.0,2.99,294909,Ubisoft - San Francisco
2014-05-14,0.0,,282740,Last Limb LLC
2014-05-13,0.0,7.99,294912,Ubisoft - San Francisco
2014-05-15,0.0,19.99,258652,Dovetail Games
2014-05-13,0.0,2.99,294911,Ubisoft - San Francisco
2014-05-14,0.0,4.99,256505,Ronimo Games
2014-05-15,0.0,14.99,227060,Longbow Games
2014-05-15,0.0,14.99,269790,Digital Happiness
2013-07-24,0.0,9.99,284790,Artifex Mundi
2009-12-01,0.0,4.99,288690,Witan Entertainment
2014-05-15,0.0,5.99,298680,Digital Happiness
2014-05-15,0.0,14.99,238460,The Behemoth
2008-10-06,0.0,4.99,298140,Arberth Studios
2014-05-15,0.0,6.99,282100,Enter Skies
2014-05-15,0.0,9.99,252550,Liquid Flower
2014-05-15,0.0,9.99,268520,Casual Brothers
2014-05-15,0.0,29.99,244450,Digitalmindsoft
2014-05-15,0.0,4.99,299170,Gogii Games
2010-12-17,0.0,4.99,299180,Gogii Games
1994-03-25,0.0,4.99,294720,Humongous Entertainment
1997-11-21,0.0,6.99,294670,Humongous Entertainment
2014-05-15,0.0,14.99,296450,Graviteam
2014-05-15,0.0,4.99,281601,Idea Factory
2014-05-15,0.0,4.99,300910,Freegamer
2001-03-30,0.0,6.99,292260,Humongous Entertainment
2000-04-01,0.0,6.99,292800,Humongous Entertainment
1998-03-06,0.0,6.99,294540,Humongous Entertainment
2014-05-16,0.0,2.99,301190,Forever Entertainment S. A.
2014-05-16,0.0,4.99,300510,Gamatic
2013-10-09,0.0,6.99,301150,Alawar Entertainment
2014-05-16,0.0,9.99,277510,Stage Clear Studios
2014-05-16,0.0,6.99,271850,Digitalmindsoft
2014-05-16,0.0,4.99,279520,Hypercane Studios
2010-01-28,0.0,14.99,290990,Winter Wolves
2014-05-16,0.0,4.99,293880,Psydra Games LLC
2014-05-20,0.0,1.99,279540,Keybol
2014-05-20,0.0,9.99,299240,Supergiant Games
2014-05-16,0.0,2.99,297150,"神奈川電子技術研究所,EXTREME"
2006-03-01,0.0,0.0,248570,Nabi Studios
2014-02-28,0.0,5.99,290460,Dark Gaia Studios
2014-05-16,0.0,14.99,300540,RosePortal Games
2014-05-19,0.0,0.0,266030,Peoleo Entertainment
2014-05-19,0.0,19.99,294310,Peoleo Entertainment
2014-05-19,0.0,59.99,294311,Peoleo Entertainment
2014-05-19,0.0,14.99,292721,Peoleo Entertainment
2014-05-19,0.0,1.99,299820,Evilized Productions
2014-05-19,0.0,9.99,290040,"Rusty Moyher,Shaun Inman,Matt Grimm"
2014-05-19,0.0,6.99,295220,Paradox Development Studio
2014-05-19,0.0,1.99,292981,Paradox Development Studio
2014-05-19,0.0,14.99,292722,Peoleo Entertainment
2014-05-19,0.0,1.99,292980,Paradox Development Studio
2014-05-19,0.0,4.99,274431,Full Control Studios
2014-05-19,0.0,1.99,297790,SCS Software
2013-01-10,0.0,2.99,302460,Appmania/i-Free
2006-08-29,0.0,3.99,289240,K-D Lab
2014-05-22,0.0,4.99,293860,Milkstone Studios
2007-08-18,0.0,2.99,289180,SkyRiver Studios
2014-05-23,0.0,19.99,261110,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE
2014-05-23,0.0,19.99,245620,Haemimont Games
2014-05-23,0.0,3.99,272990,Étienne Périn
2013-03-23,0.0,2.99,301700,Cobra Mobile
2014-05-23,0.0,12.99,303332,"SmiteWorks USA, LLC"
2014-05-23,0.0,24.99,303331,"SmiteWorks USA, LLC"
2014-05-23,0.0,7.99,301200,Forever Entertainment S. A.
2014-05-23,0.0,,303630,Forever Entertainment S. A.
2013-12-02,0.0,2.99,301690,Cobra Mobile
2014-05-23,0.0,109.99,300870,"SmiteWorks USA, LLC"
2013-09-01,0.0,5.99,285050,Myrtilus Entertainment
2014-05-23,0.0,19.99,303330,"SmiteWorks USA, LLC"
2014-05-29,0.0,,267382,OVERKILL - a Starbreeze Studio.
2014-05-29,0.0,7.99,279560,Koalabs
2014-05-29,0.0,1.99,304590,Paradox Development Studio
2014-05-29,0.0,1.99,279622,Paradox Development Studio
2014-05-29,0.0,9.99,279620,Paradox Development Studio
2014-05-29,0.0,1.99,279621,Paradox Development Studio
2014-05-29,0.0,19.99,304400,Bohemia Interactive
2014-05-29,0.0,9.99,291473,Sherman3D
2014-05-29,0.0,1.99,288520,Bohemia Interactive
2014-05-29,0.0,9.99,294750,11 bit studios
2012-02-14,0.0,4.99,303940,"Adam Saltsman,Robin Arnott"
2014-05-29,0.0,7.99,244950,Schulenburg Software
2014-05-29,0.0,1.99,301180,SCS Software
2014-05-29,0.0,3.99,286380,Graveck
2014-05-29,0.0,6.99,288650,QUByte Interactive
2000-12-31,0.0,6.99,294690,Humongous Entertainment
2011-09-01,0.0,19.99,293920,Winter Wolves
2014-05-29,0.0,4.99,281602,Idea Factory
2014-05-29,0.0,9.99,304490,KOG
2014-05-29,0.0,39.99,304491,KOG
2014-05-30,0.0,2.99,295630,Artem Kotov
2014-05-30,0.0,16.99,285110,Visual Entertainment And Technologies
2014-05-30,0.0,14.99,242760,Endnight Games Ltd
2003-11-27,0.0,3.99,302470,Targem Games
2014-05-30,0.0,6.99,259041,Undead Labs
2014-05-30,0.0,9.99,290770,Over The Moon
2014-05-30,0.0,4.99,301250,Sport1 GmbH
2014-05-30,0.0,9.99,301360,Arctic Anteater
2014-05-30,0.0,14.99,283020,Wastelands Interactive
2014-06-06,0.0,1.99,303410,Wild Games Studio
2014-06-05,0.0,9.99,270510,Uppercut Games Pty Ltd
2014-06-05,0.0,3.99,303730,Snowbird Games
2013-09-25,0.0,9.99,284770,Artifex Mundi
2013-10-02,0.0,3.99,306200,"Alawar,Mirball Games"
2013-06-17,0.0,6.99,301730,Artifex Mundi
2014-06-05,0.0,5.99,279260,Owl Cave
2014-05-31,0.0,2.99,249610,Evolutionary Games
2014-06-05,0.0,4.99,247730,Phosphor Games Studio
2014-05-28,0.0,9.99,293940,Exkee
2014-06-05,0.0,9.99,205090,Gaijin Games
2014-06-05,0.0,5.99,205093,Gaijin Games
2014-06-06,0.0,9.99,263120,ovos
2014-06-06,0.0,19.99,261530,Stage 2 Studios
2014-06-06,0.0,4.99,301460,"Michael Todd Games,Yazar Media Group LLC"
2014-06-09,0.0,39.99,251020,"TREND, Soft Pro"
2014-06-09,0.0,0.99,306160,Microblast Games
2014-06-09,0.0,13.99,267680,"TREND, Soft Pro"
2014-06-09,0.0,13.99,275170,"TREND, Soft Pro"
2014-06-09,0.0,9.99,268750,SmashGames
2014-06-09,0.0,13.99,275171,"Trend, Soft-Pro"
2014-06-10,0.0,6.99,286360,"10th Art Studio,Adventure Productions"
2013-07-09,0.0,9.99,301740,Gunnar Games
2014-06-10,0.0,2.99,294929,Ubisoft - San Francisco
2014-06-10,0.0,2.99,294930,Ubisoft - San Francisco
2014-06-10,0.0,4.99,281750,Gojira
2014-06-10,0.0,2.99,294931,Ubisoft - San Francisco
2014-06-10,0.0,8.99,305780,Anthony Case
2012-03-21,0.0,0.99,270570,3f Interactive
2014-06-10,0.0,29.99,256190,CI Games
2013-01-14,0.0,2.99,262900,Heydeck Games
2014-06-10,0.0,12.99,302290,Sakura River Interactive
2014-06-11,0.0,4.99,297490,Unfinished Pixel
2014-06-16,0.0,9.99,303790,Spiders Studio
2014-06-16,0.0,9.99,280040,Lost Decade Games
2014-06-16,0.0,,309890,MURA Interactive
2014-06-16,0.0,14.99,263040,North Side
2014-06-16,0.0,24.99,223830,Goldhawk Interactive
2011-04-19,0.0,19.99,307640,XGen Studios
2014-06-16,0.0,8.99,307090,tequibo
2014-06-16,0.0,1.99,307390,Crazy Moo Games
2014-06-16,0.0,9.99,298280,Peter Cleary
2003-10-17,0.0,9.99,292930,"Future Games,Unknown Identity"
2014-06-16,0.0,14.99,303470,Parseh Game Studio
2014-06-17,22.66,,306690,OVERKILL - a Starbreeze Studio.
2014-06-17,0.0,4.99,306170,Colossal Order Ltd.
2014-06-17,0.0,2.99,294934,Ubisoft - San Francisco
2014-06-17,0.0,2.99,294936,Ubisoft - San Francisco
2014-06-17,0.0,2.99,294935,Ubisoft - San Francisco
2014-06-17,0.0,2.99,294937,Ubisoft - San Francisco
2012-07-13,0.0,,305450,Choice of Games
2013-09-20,0.0,6.99,304290,Choice of Games
2014-06-17,0.0,7.99,308140,"SmiteWorks USA, LLC"
2014-06-16,0.0,4.99,297100,Silesia Games Sp. z o.o.
2014-06-18,0.0,7.99,300320,BlackMoon Design
2013-09-20,0.0,,305440,Choice of Games
2009-01-01,0.0,4.99,222570,Reppo
2014-06-19,0.0,9.99,255260,Cyanide Studio
2014-06-19,0.0,1.99,295430,Infinity Ward
2014-06-19,0.0,1.99,295437,Infinity Ward
2014-06-19,0.0,1.99,295436,Infinity Ward
2014-06-19,0.0,1.99,295434,Infinity Ward
2014-06-19,0.0,1.99,295433,Infinity Ward
2014-06-19,0.0,1.99,295432,Infinity Ward
2014-06-19,0.0,1.99,295431,Infinity Ward
2014-06-19,0.0,,308162,Wild Shadow Studios
2014-06-19,0.0,1.99,295435,Infinity Ward
2014-06-19,0.0,,308161,Wild Shadow Studios
2014-06-19,0.0,,308160,Wild Shadow Studios
2014-06-19,0.0,,308164,Wild Shadow Studios
2014-06-19,0.0,,308163,Wild Shadow Studios
2014-06-19,0.0,59.99,310260,Trion Worlds
2014-06-19,0.0,99.99,310280,Trion Worlds
2014-06-19,0.0,39.99,310240,Trion Worlds
2014-06-19,0.0,149.99,310300,Trion Worlds
2014-06-20,0.0,19.99,256390,Milestone S.r.l.
2014-06-20,0.0,2.99,297960,Milestone S.r.l.
2014-06-20,0.0,,306850,Stoic
2014-06-23,0.0,19.99,260309,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-06-20,0.0,4.99,284580,Nano Games
2014-06-23,0.0,12.99,287370,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-06-24,0.0,,295100,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-06-23,0.0,12.99,287371,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-06-20,0.0,5.99,297950,Milestone S.r.l.
2014-06-24,0.0,2.99,294940,Ubisoft - San Francisco
2014-06-24,0.0,2.99,294941,Ubisoft - San Francisco
2014-06-24,0.0,2.99,294942,Ubisoft - San Francisco
2014-06-24,0.0,7.99,294958,Ubisoft - San Francisco
2014-06-24,0.0,4.99,282090,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-06-27,0.0,3.99,305181,Rebellion
2014-06-27,0.0,3.99,305182,Rebellion
2014-06-27,0.0,8.99,305187,Rebellion
2014-06-30,0.0,39.99,230230,Larian Studios
2014-06-30,0.0,2.99,283230,MEGAFUZZ
2014-06-30,0.0,0.99,304020,SCS Software
2014-07-01,0.0,0.99,304213,SCS Software
2014-07-01,0.0,0.0,291480,Crytek
2014-07-01,0.0,2.99,303880,"oeFun, Inc."
2014-07-01,0.0,1.99,267771,Nomad Games
2014-07-01,0.0,1.99,302790,rdein
2009-01-01,0.0,4.99,256529,Dovetail Games
2014-07-01,0.0,7.99,297590,SleepNinja Games
2014-07-01,0.0,5.99,311920,"SmiteWorks USA, LLC"
2014-07-01,0.0,5.99,311921,"SmiteWorks USA, LLC"
2014-07-07,0.0,7.99,241240,Game Dev Castle
2014-07-02,0.0,,313030,Endless Loop Studios
2014-07-07,0.0,9.99,252830,Hailstorm Games
2013-01-13,0.0,1.99,312020,Wax Lyrical Games
2014-07-01,0.0,4.99,285960,"Sideline Amusements,Gonzo Games"
2014-07-08,0.0,39.99,292910,Daedalic Entertainment
2014-06-30,0.0,9.99,293840,North of Earth
2013-03-12,0.0,4.99,281060,3f Interactive
2014-07-08,0.0,9.99,252750,Crunching Koalas
2014-07-08,0.0,9.99,313520,"SmiteWorks USA, LLC"
2014-07-08,0.0,2.99,294960,Ubisoft - San Francisco
2014-07-08,0.0,2.99,294961,Ubisoft - San Francisco
2014-07-08,0.0,2.99,294959,Ubisoft - San Francisco
2014-07-08,0.0,7.99,294962,Ubisoft - San Francisco
2012-12-19,0.0,9.99,302120,Alawar
2013-06-05,0.0,6.99,302730,Shaman Games Studio
2014-07-11,0.0,,313920,Choice of Games
2014-07-11,0.0,9.99,300360,Two Desperados
2000-03-28,0.0,6.99,286730,Microprose
2014-07-11,0.0,14.99,310830,Really Slick
2013-06-01,0.0,0.99,313960,Galhmac Game Studio
2014-07-11,0.0,9.99,304500,HandMade Game
2001-06-09,0.0,4.99,302390,Cryo Interactive
2014-07-14,0.0,,294560,Laminar Research
2014-07-14,0.0,,298620,Laminar Research
2014-07-14,0.0,,310410,Laminar Research
2014-07-14,0.0,,310420,Laminar Research
2014-07-14,0.0,771.71,292180,Laminar Research
2014-07-14,0.0,,310430,Laminar Research
2014-07-14,0.0,,310440,Laminar Research
2014-07-14,0.0,4.99,293900,Fixpoint Productions Ltd.
2014-07-11,0.0,9.99,312220,"XIAOYAO,BetaSparkUK"
2014-07-16,0.0,4.99,279623,Paradox Development Studio
2014-07-16,0.0,1.99,310030,Paradox Development Studio
2014-07-16,0.0,1.99,295222,Paradox Development Studio
2014-07-16,0.0,4.99,310070,Lucky Frame
2014-07-16,0.0,9.99,255420,Stainless Games
2014-07-16,0.0,2.99,307800,"Elias Viglione,Jussi Kukkonen"
2014-07-16,0.0,,310450,Red Meat Games
2016-12-07,0.0,0.0,302590,Subvert Games
2014-09-19,0.0,0.0,268850,EVGA
2014-07-16,0.0,1.99,295221,Paradox Development Studio
2014-07-16,0.0,5.99,303590,Adam Spragg
2014-07-16,0.0,19.99,294280,WayForward Technologies Inc.
2014-07-16,0.0,19.99,311040,Eversim
2014-07-16,0.0,4.99,265141,Stainless Games
2014-07-16,0.0,4.99,265142,Stainless Games
2006-05-12,0.0,6.99,304350,b-alive gmbh
2014-07-22,0.0,2.99,294965,Ubisoft - San Francisco
2014-07-17,0.0,6.99,312680,Rebellion
2014-07-17,0.0,3.99,305183,Rebellion
2007-03-30,0.0,3.99,306480,b-alive gmbh
2013-11-15,0.0,0.99,307990,b-alive gmbh
2012-03-30,0.0,3.99,307930,b-alive gmbh
2010-11-19,0.0,3.99,307920,b-alive gmbh
2007-10-12,0.0,3.99,307770,b-alive gmbh
2014-07-18,0.0,2.99,313040,Lemondo Entertainment
2011-12-02,0.0,19.99,306180,b-alive gmbh
2007-08-31,0.0,3.99,307900,b-alive gmbh
2012-11-09,0.0,0.99,308300,b-alive gmbh
2014-07-17,0.0,4.99,303840,Highcastle Studios
2014-07-16,0.0,,314280,Bernt Andreas Eide
2012-12-12,0.0,24.99,305490,Winter Wolves
2014-07-17,0.0,0.99,307500,Winter Wolves
2014-07-17,0.0,5.99,297290,Nerd Monkeys®
2014-07-18,0.0,2.99,292620,Paul Marrable
2014-07-18,0.0,4.99,312290,"Elias Viglione,Jussi Kukkonen"
2014-07-18,0.0,5.99,305010,Celestial Games
2001-11-01,0.0,2.99,302170,Microids
2012-07-01,0.0,9.99,302130,MagicIndie
2014-07-18,0.0,9.99,280890,ShaunTWilliams
2014-07-18,0.0,9.99,314380,Hearthfire Studios
2014-07-18,0.0,14.99,291370,JumpCore Productions
2014-07-18,0.0,4.99,314290,FobTi interactive
2014-07-18,0.0,19.99,303910,Wastelands Interactive
2014-07-18,0.0,3.99,314400,Niels Bauer Games
2014-07-21,0.0,1.99,301600,"Tom Stoffel,Puny Human"
2014-07-21,0.0,7.99,269890,Gato Salvaje S.L.
2014-07-21,0.0,,311020,"ViewApp,MR-Software GbR"
2014-07-21,0.0,9.99,290260,"Alan Hazelden,Harry Lee"
2014-07-21,0.0,2.99,311860,New Reality Games
2014-07-21,0.0,14.99,312970,Up Multimedia
2014-07-21,0.0,14.99,248310,GalaxyTrail
2014-07-22,0.0,9.99,271942,"FromSoftware, Inc"
2014-07-22,0.0,19.99,302270,Nom Nom Games
2014-07-25,0.0,0.99,309940,Winter Wolves
2014-07-22,0.0,9.99,315630,"SmiteWorks USA, LLC"
2014-07-22,0.0,14.99,266470,"Max Gaming Technologies, LLC"
2014-07-22,0.0,4.99,297840,Rob Howland
2014-07-22,0.0,24.99,284450,"FromSoftware, Inc"
2014-07-22,0.0,0.0,307290,Tribe Studios
2014-07-22,0.0,,303251,"JCR Soft Co., Ltd"
2014-07-22,0.0,,303250,"JCR Soft Co., Ltd"
2014-07-22,0.0,2.99,289020,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-07-23,0.0,4.99,301420,Moonshot Games
2014-07-23,0.0,6.99,282092,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-07-23,0.0,14.99,303860,Isotope 244 LLC
2014-07-23,0.0,12.99,315730,"SmiteWorks USA, LLC"
2014-07-23,0.0,3.99,297512,Relic Entertainment
2014-07-23,0.0,3.99,297513,Relic Entertainment
2014-07-23,0.0,3.99,297510,Relic Entertainment
2014-07-23,0.0,3.99,297511,Relic Entertainment
2014-07-23,0.0,3.99,297515,Relic Entertainment
2014-06-04,0.0,99.99,304082,"Trion Worlds, Inc."
2012-11-12,0.0,29.99,312350,The Lordz Games Studio
2014-07-25,0.0,6.99,311480,Nerdook Productions
2014-07-25,0.0,4.99,306260,
2014-07-28,0.0,4.99,288160,Fireproof Games
2014-07-28,0.0,4.99,313980,DragonSix
2014-07-28,0.0,5.99,316490,"SmiteWorks USA, LLC"
2014-07-28,0.0,14.99,314230,Elliptic Games
2014-07-28,0.0,5.99,316491,"SmiteWorks USA, LLC"
2014-07-28,0.0,4.99,360290,
2014-07-28,0.0,4.99,316360,"Elliptic Games,John Robert Matz"
2014-07-29,0.0,4.99,311550,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev"
2014-07-28,0.0,,316050,Elliptic Games
2014-07-28,0.0,4.99,316680,V-Axys
2014-07-29,0.0,19.99,251150,Nihon Falcom
2011-11-04,0.0,9.99,313650,Artifex Mundi
2014-07-31,0.0,1.99,309872,Infinity Ward
2014-07-31,0.0,0.99,315940,N94Games
2014-08-04,0.0,9.99,316710,Masthead Studios Ltd
2014-08-04,0.0,4.99,292200,Filament Games
2015-08-15,0.0,2.99,310870,Narrow Monolith
2014-08-04,0.0,0.99,314250,Sinclair Strange
2014-08-05,0.0,0.0,312990,Free Lives
2014-08-05,0.0,14.99,247950,Keen Games
2014-08-05,0.0,2.99,294972,Ubisoft - San Francisco
2014-08-05,0.0,2.99,294976,Ubisoft - San Francisco
2014-08-05,0.0,2.99,294973,Ubisoft - San Francisco
2014-08-05,0.0,2.99,289021,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
2014-08-05,0.0,6.99,302750,Little Worlds Interactive
,0.0,8.99,296070,
2014-08-05,0.0,2.99,294974,Ubisoft - San Francisco
2014-08-05,0.0,14.99,293740,Spry Fox LLC
2014-08-05,0.0,2.99,294975,Ubisoft - San Francisco
2014-08-06,0.0,9.99,317830,"SmiteWorks USA, LLC"
2014-08-07,0.0,9.99,298520,Night Node
2014-08-07,0.0,14.99,301660,Capcom
2014-08-07,0.0,,317430,"JCR Soft Co., Ltd"
2014-08-07,0.0,14.99,313280,Graviteam
2014-08-08,0.0,9.99,307980,Childish Things
2014-08-08,0.0,49.99,306240,Belsimtek
2014-08-08,0.0,4.99,313620,FrameLineNetwork Kft.
2014-08-08,0.0,9.99,314320,gnifrebel Games UG
2004-02-03,0.0,3.99,311100,MADia Entertainment
2006-09-25,0.0,3.99,317380,Lonely Troops
2014-08-08,0.0,24.99,298480,Evil Twin Artworks
2014-08-08,0.0,9.99,306620,88mm
2014-08-08,0.0,6.99,301680,Ennoble Studios
2014-08-08,0.0,14.99,263960,A Jolly Corpse
2014-08-14,0.0,19.99,258653,Dovetail Games
2014-08-08,0.0,5.99,305920,ShaunJS
2014-08-14,0.0,3.99,314020,"Dan  Walters,Ceri Williams"
2014-08-14,0.0,9.99,310600,Nowhere Studios
2014-08-14,0.0,7.99,277736,Dovetail Games
2014-08-15,0.0,3.99,305186,Rebellion
2014-08-15,0.0,14.99,312510,Big Pixel Studios
2014-08-15,0.0,9.99,314360,Duaik Entretenimento
2014-08-15,0.0,2.99,305980,Teyon
2014-08-15,0.0,,316100,Duaik Entretenimento
2014-08-14,0.0,34.99,314500,Pictopotamus
2014-08-15,0.0,19.99,304170,Freedom Factory
2014-08-15,0.0,0.0,300040,GamePrix
2007-03-17,0.0,6.99,319180,Idigicon
2011-04-12,0.0,29.99,310390,VR Designs
2004-06-02,0.0,6.99,307340,Idigicon
2006-12-26,0.0,6.99,307350,Idigicon
2013-12-18,0.0,4.99,315920,Enitvare
2014-08-20,0.0,19.99,316867,"KOEI TECMO GAMES CO., LTD."
2014-08-20,0.0,13.99,316864,"KOEI TECMO GAMES CO., LTD."
2014-08-20,0.0,5.99,316865,"KOEI TECMO GAMES CO., LTD."
2014-08-20,0.0,15.99,316866,"KOEI TECMO GAMES CO., LTD."
,0.0,,316869,"KOEI TECMO GAMES CO., LTD."
2014-08-20,0.0,21.99,316863,"KOEI TECMO GAMES CO., LTD."
2014-07-21,0.0,6.99,316560,GalaxyTrail
2014-08-21,0.0,6.99,312690,Rebellion
,0.0,,319260,
2014-08-21,0.0,9.99,306950,Cuve Games
2014-08-21,0.0,14.99,275390,DrinkBox Studios
,0.0,39.99,301320,
2014-08-24,0.0,3.99,314460,Chromatic Dream
2014-08-21,0.0,0.0,257710,The Men Who Wear Many Hats
2014-08-21,0.0,5.99,319880,"SmiteWorks USA, LLC"
2014-08-21,0.0,14.99,294440,Zojoi
2014-08-22,0.0,4.99,315550,Excalibur
2009-08-28,0.0,3.99,317970,Orion Games
2014-08-22,0.0,5.99,316630,Eldon Harris
2014-08-22,0.0,14.99,316620,Eldon Harris
2014-08-22,0.0,9.99,299260,Colossal Games
2003-10-24,0.0,2.99,302210,Asylum entertainment
2014-08-22,0.0,4.99,318440,Wonderful Tree Studio
2014-02-04,0.0,,265770,Net Games Laboratory
2014-08-22,0.0,9.99,315650,"RichMakeGame,Colin Northway"
2014-08-22,0.0,,318780,Psydra Games LLC
2014-08-25,0.0,,316090,Interbellum team
2014-08-25,0.0,14.99,250700,Capybara Games
2001-08-01,0.0,4.99,302190,Microids
2014-08-25,0.0,19.99,262850,SkyGoblin
2014-08-25,0.0,4.99,316740,GammaLateral
2014-08-25,0.0,7.99,317350,"Capybara Games,6955"
2014-08-25,0.0,19.99,286690,4A Games
2014-08-25,0.0,19.99,287390,4A Games
2014-08-25,0.0,4.99,313830,Gabriel Priske
2014-08-25,0.49,0.99,320210,"Gabriel Priske,Luke Thomas"
2014-08-25,0.0,9.99,271943,"FromSoftware, Inc"
,0.0,19.99,251890,
