user_id,posted,recommend
LeBovin,2015-08-29,True
LeBovin,2015-08-01,True
FunkMeister1,2012-09-28,True
FunkMeister1,2011-03-22,True
FunkMeister1,2013-06-29,True
FunkMeister1,2011-06-22,True
FunkMeister1,2013-12-31,True
FunkMeister1,2010-12-12,True
FunkMeister1,2011-04-22,True
FunkMeister1,2016-04-20,False
FunkMeister1,2014-04-20,False
FunkMeister1,2014-04-17,True
76561198141880878,2015-12-07,False
76561198071928116,2016-03-19,True
76561198079327998,,True
76561198079327998,2016-01-31,True
76561198079327998,2016-02-10,True
76561198079327998,2016-08-30,False
76561198025199025,2014-07-01,True
76561198025199025,2016-01-26,True
76561198025199025,2015-04-25,True
jb2481,2013-12-22,True
76561198034573935,2014-09-15,True
76561198034573935,2015-10-02,False
76561198034573935,2015-07-29,True
76561198034573935,2014-01-21,True
76561198034573935,2014-04-06,True
76561198072724653,2014-11-13,False
76561198072724653,2015-05-18,True
xKillerInstinct,2015-01-16,True
galvanicturtles,2014-01-31,True
JorazGamerGuy,2015-03-01,True
JorazGamerGuy,2014-07-08,True
JorazGamerGuy,2015-02-21,True
76561198089131001,2014-01-19,True
loominis,2015-07-22,True
tcase42,2014-08-15,True
gatorgolfing,2014-11-06,True
gatorgolfing,2015-11-30,True
gatorgolfing,2015-05-25,True
gatorgolfing,2015-05-24,True
gatorgolfing,2013-05-11,True
gatorgolfing,2013-03-23,True
gatorgolfing,2013-03-23,True
gatorgolfing,2015-03-12,True
gatorgolfing,2015-07-29,True
Has2Ragretz,2013-12-10,True
76561198067352691,,True
76561198060072424,2014-11-06,True
76561198060072424,2014-05-21,True
76561198060072424,2014-02-22,False
76561198060072424,2014-08-07,True
76561198065466146,2015-10-31,True
76561198065466146,2015-03-18,True
76561198065466146,2015-04-10,True
SGSChief,2016-06-22,True
haonman,,False
HeavyfromHell,2015-10-15,True
HeavyfromHell,2015-12-22,True
MysticZemo,2013-12-29,True
MysticZemo,2015-04-05,True
gfire555,2015-06-30,True
gfire555,2015-06-25,True
76561198202329564,,True
76561198202329564,,True
76561198202329564,2016-03-21,True
76561198050768829,2015-06-06,False
76561198036861500,2013-12-25,True
76561198088472271,2016-01-17,True
HiJason,2014-10-08,False
ghostlybug22,2014-05-09,True
ghostlybug22,2014-05-23,True
ghostlybug22,2014-05-23,True
ghostlybug22,2015-06-24,True
ghostlybug22,2015-07-22,True
ghostlybug22,2014-12-19,True
ghostlybug22,2014-08-27,True
GiBaPEzLife,2016-06-02,True
GiBaPEzLife,2014-01-29,True
76561198079080583,2016-03-11,True
76561198079080583,2015-12-23,True
76561198079227569,2016-07-20,True
gillinator,2014-04-17,True
76561198095945803,,True
76561198095945803,2015-06-11,True
Wazzaa_man,2013-03-26,True
76561198075871336,2015-07-20,False
76561198075871336,,True
76561198075871336,2016-04-21,True
Glenbluey,2015-01-25,True
Glenbluey,,True
Glenbluey,,True
Glenbluey,,True
76561198071445832,2015-06-29,False
sunnnnnnnnnnnny,2015-09-10,False
sunnnnnnnnnnnny,2014-03-14,True
76561198048230501,2015-06-15,True
76561198048230501,2014-01-03,True
76561198048230501,2015-06-15,True
76561198048230501,2014-01-03,True
Fishisaurus,2014-07-27,True
Gterrestrial,2015-05-12,True
Gterrestrial,2015-05-10,True
Gterrestrial,2016-06-15,False
Gterrestrial,2015-06-15,True
Turntaker,2015-12-10,True
76561198052512374,2015-11-06,True
76561198052512374,2015-12-19,True
gothamsavior24,2015-10-29,True
gothamsavior24,2014-01-01,True
uhhallo,2016-06-06,False
uhhallo,2016-04-10,False
Govostype0406,2013-12-29,True
Govostype0406,2013-12-26,True
Govostype0406,2016-08-26,True
76561198003189312,2015-12-02,True
76561198149213236,2015-01-30,True
farquadspenis,2016-03-30,False
farquadspenis,2016-08-26,True
farquadspenis,2016-08-10,True
farquadspenis,2016-03-30,False
farquadspenis,2016-08-26,True
farquadspenis,2016-08-10,True
FullTimeSilver3,2016-03-10,True
GravityI,2014-06-25,True
GravityI,2014-06-13,True
GravityI,2016-07-02,False
76561198100417292,2016-06-22,True
76561198100417292,2013-07-28,True
76561197996156672,2015-11-16,True
76561197996156672,2015-03-16,True
76561197996156672,2014-03-01,True
76561197996156672,2015-12-06,True
76561197996156672,2015-12-02,True
76561197996156672,2014-12-14,True
76561197996156672,2015-12-12,True
GREENMAN41,2015-09-07,True
GREENMAN41,2016-03-23,True
GREENMAN41,2012-07-19,True
GREENMAN41,2015-12-06,True
GREENMAN41,2013-12-01,True
76561198066611105,,True
76561198066611105,2013-03-23,True
76561198066611105,2014-03-21,True
76561198066611105,2014-06-04,True
76561198066611105,2014-06-10,True
Grelekzel,2014-02-06,True
Grelekzel,2014-02-06,True
76561198016940185,2014-06-21,True
greyson_4450,2015-10-09,True
greyson_4450,2016-02-24,True
greyson_4450,2016-02-24,True
greyson_4450,2016-02-24,True
greyson_4450,2016-04-14,True
76561198138586856,2015-09-18,True
76561198138586856,2016-01-24,True
76561198138586856,2016-01-21,False
76561198138586856,2016-02-20,True
ReapersHunt,2016-01-21,False
luduwick,2015-09-16,True
luduwick,2015-10-30,True
luduwick,2016-06-29,True
luduwick,,True
GirlzLikeBears,2015-07-29,True
TheWaterGod,2014-11-01,True
sphix,2014-11-26,True
sphix,2016-06-03,True
sphix,2014-08-01,True
76561198070892581,2015-06-23,True
guhou,2014-09-18,True
GuihZito,2016-05-23,True
mastergamerinfinity,,True
Spiritedaway1,,True
GungeonRighteer,2014-07-06,True
GungeonRighteer,2016-08-15,True
76561198062447997,2016-04-17,True
gusso10_,2014-06-08,True
76561198053608159,2015-01-09,True
Habbyman,2014-11-27,True
76561197970519408,2016-05-14,False
Haelnorr,2014-05-08,True
Haelnorr,2015-02-16,True
Haelnorr,2015-12-22,True
76561198082179266,2014-06-23,True
Haitroid,2014-11-26,True
Haitroid,2014-03-26,True
Haitroid,2015-02-17,False
76561198299095634,2016-06-07,True
76561198299095634,2016-06-06,True
76561198299095634,2016-07-18,False
76561198299095634,2016-07-01,True
76561198299095634,2016-07-01,False
76561198299095634,2016-07-01,True
76561198074079694,2015-10-17,True
Halio99,2015-05-07,True
Halio99,2012-06-16,True
Halio99,2015-08-13,True
HallowedDragon,2013-10-07,True
halofreak61,2015-11-06,True
halofreak61,2014-06-21,True
halofreak61,2015-01-07,True
halofreak61,2015-01-10,True
HamThePanMan,2014-11-10,True
76561198043275956,2015-01-22,True
76561198043275956,2016-08-20,True
hand0fcthulhu,2014-06-27,True
hand0fcthulhu,2014-12-22,True
hand0fcthulhu,2014-12-22,True
hand0fcthulhu,2014-12-21,True
hand0fcthulhu,2016-08-21,True
76561198065866954,2015-03-27,True
supersushi987,2016-05-28,True
supersushi987,,True
sopramudar,,True
76561198080881484,2015-05-02,True
76561198080881484,2015-03-27,True
76561198080881484,2014-07-21,False
76561198080881484,2014-02-03,True
76561198038572397,2015-09-26,True
76561198081776244,2015-01-11,True
76561198081114534,2014-12-06,True
76561198081114534,2015-04-12,True
76561198077993857,2016-06-29,True
76561198077993857,2016-07-19,False
76561198077993857,2016-06-29,True
76561198077993857,2016-07-19,False
OfficialRagey,2015-09-01,True
OfficialRagey,2015-05-16,True
OfficialRagey,2015-05-14,True
OfficialRagey,2015-04-24,True
TittyDestroyer,2014-07-15,True
xxxkennySopxxx,2015-06-21,True
xxxkennySopxxx,2014-07-07,True
xxxkennySopxxx,2015-07-13,True
xxxkennySopxxx,2015-01-08,True
xxxkennySopxxx,2014-01-18,True
xxxkennySopxxx,2014-01-18,True
76561198083095219,2014-06-22,True
HAramabeeHarrrisssooon,2014-07-24,True
HAramabeeHarrrisssooon,2014-07-20,True
HAramabeeHarrrisssooon,2014-12-22,True
DANKESTMEMEMACHINEEVER,2014-06-12,True
DANKESTMEMEMACHINEEVER,2015-01-12,True
lucky-seven,2014-07-05,False
lucky-seven,2014-07-11,False
lucky-seven,2014-01-30,False
DeliciousPuddin,2015-10-16,False
DeliciousPuddin,2015-06-13,True
DeliciousPuddin,2015-07-29,True
DeliciousPuddin,,True
DeliciousPuddin,2015-04-06,False
76561198119721428,2014-02-15,True
76561198119721428,2015-04-08,True
76561198072072529,2014-05-31,True
76561198121314683,2015-02-09,True
76561198121314683,2014-04-15,True
76561198123168383,2014-04-29,True
harrylolman,2015-07-12,False
Harv3yy,2015-07-25,True
Harv3yy,2015-08-10,True
76561198046718131,2014-09-03,True
Rambo1061,2015-09-25,True
Rambo1061,2015-10-11,False
Rambo1061,2015-05-30,True
Rambo1061,2014-02-22,True
harvse,,True
harvse,2016-06-30,False
harvse,2016-04-20,True
corhodzic,2016-04-16,True
hawaiianisswag,2013-12-28,True
76561198066734993,2014-09-09,True
76561198066734993,2014-03-11,True
76561198066734993,2014-01-21,True
76561198066734993,2014-02-06,True
76561198066734993,2014-02-11,True
76561198066734993,2015-08-04,True
76561198066734993,2016-04-18,True
76561198103362354,2015-12-09,True
Nzatz,2015-09-13,True
Nzatz,2016-07-15,True
Nzatz,2016-07-15,True
Nzatz,2016-07-15,True
Nzatz,2016-07-15,True
Nzatz,2016-07-15,True
Nzatz,2016-07-15,True
Nzatz,2016-07-10,True
fil96,2014-09-04,True
fil96,2014-03-20,True
76561198070092383,2015-06-04,True
hecaton_john,2014-05-12,True
hecaton_john,2014-05-12,True
hecaton_john,2015-01-19,True
76561198088531301,2014-09-01,True
76561198088531301,2014-02-26,True
76561198042879129,2015-09-12,True
76561198042879129,2015-11-15,True
76561198042879129,2015-05-13,True
76561198042879129,2015-06-26,True
76561198042879129,2014-04-04,True
TDOJ3DTDO,2014-09-14,False
TDOJ3DTDO,2014-11-17,True
TDOJ3DTDO,2015-06-19,True
HeliDash,2013-06-24,True
punkinoz,2015-05-04,True
imsufferingkillme,2014-07-07,True
imsufferingkillme,2015-02-17,True
hellotherem8,2015-03-20,False
hellotherem8,2015-07-07,True
fintanboy,2015-06-28,True
fintanboy,2014-04-25,True
henrydxb,2011-10-24,True
henrydxb,2013-07-21,True
76561198059990081,2015-09-27,False
76561198059990081,2014-10-12,True
76561198059990081,2014-11-18,True
76561198059990081,2013-05-28,True
76561198059990081,2014-02-17,True
76561198059990081,2014-08-15,True
76561198059990081,2014-08-15,True
76561198059990081,2014-08-15,True
bobthehappyterroriest,2015-01-29,True
bobthehappyterroriest,2016-04-14,False
bobthehappyterroriest,2016-04-14,True
PimpIt,2014-11-06,True
PimpIt,2014-08-02,True
76561198062484829,2015-09-30,True
76561198062484829,2014-09-29,True
76561198062484829,2014-09-02,True
76561198062484829,2015-10-05,True
76561198062484829,2012-11-14,True
76561198062484829,2016-05-10,True
76561198062484829,2014-03-21,True
76561198062484829,2015-06-09,True
76561198062484829,2014-06-24,True
76561198062484829,2016-01-17,True
76561198055335886,2014-03-22,True
76561198070690856,2015-01-20,True
76561198045953692,2014-07-23,True
76561198045953692,2014-04-15,True
76561198045953692,2014-07-23,True
76561198045953692,2014-04-15,True
76561198045953692,2014-07-23,True
76561198045953692,2014-04-15,True
216712138,2015-08-12,True
76561198006679831,2015-02-15,False
hewl,2014-06-30,True
Gawee08,2011-11-22,True
76561198123074348,2015-01-04,True
76561198123074348,2014-12-06,True
76561198123074348,2014-12-06,False
76561198123074348,2014-12-06,True
76561198123074348,2014-12-06,True
76561198123074348,2014-12-06,True
76561198123074348,2014-12-13,True
76561198123074348,2014-12-13,False
76561198123074348,2014-12-13,True
76561198123074348,2015-04-01,True
koconut100,2014-10-08,True
koconut100,2015-01-23,True
76561198036822015,2014-11-14,True
76561198036822015,2015-07-27,True
76561198036822015,2015-02-22,True
highpr,2015-11-22,True
highpr,2016-01-23,True
highpr,2016-01-19,True
CyberBlade,2014-02-24,True
76561198042823843,2015-09-20,True
76561198042823843,2015-09-20,True
76561198042823843,2015-09-20,True
76561198042823843,2014-06-30,True
stevenlikesdicks,2015-07-12,True
Hollowfun,2014-09-24,True
Hollowfun,2014-05-31,True
Hollowfun,2014-05-31,True
Hollowfun,2014-05-30,True
Hollowfun,2014-06-26,True
Hollowfun,2015-06-18,True
Hollowfun,2015-06-16,True
Hollowfun,2014-07-17,True
Hollowfun,,True
Hollowfun,2015-12-21,True
holyswifter,2015-10-19,True
WildCheese,2013-11-09,True
WildCheese,2014-11-25,True
WildCheese,2014-08-29,True
WildCheese,2014-08-29,True
WildCheese,2014-08-28,True
76561198079621961,2014-03-03,True
76561198079621961,2015-01-16,True
76561198080786408,2015-11-08,True
quadruplemoney,2015-04-06,True
quadruplemoney,2015-04-06,True
76561198080644089,2014-10-26,True
peoplesidiot,2013-09-15,True
peoplesidiot,2015-11-25,True
peoplesidiot,2013-11-22,True
peoplesidiot,2015-12-22,True
peoplesidiot,2015-12-19,True
peoplesidiot,2015-12-17,False
IrishNZ,2015-10-22,True
IrishNZ,2014-11-25,True
IrishNZ,2015-11-15,True
IrishNZ,2014-06-25,True
IrishNZ,2015-01-03,True
IrishNZ,2016-01-14,True
IrishNZ,2014-12-28,True
iareasdaft,2015-06-19,True
kylesimmonds,2015-11-27,False
kylesimmonds,2014-05-31,True
kylesimmonds,2014-05-31,True
kylesimmonds,2015-12-16,True
kylesimmonds,2015-12-11,False
DazzaPlays,2014-01-13,True
horizon95,2014-06-04,True
horizon95,2014-06-13,True
horizon95,2014-06-13,True
76561198066842598,2015-11-17,True
76561198066842598,2015-05-29,True
76561198066842598,2016-08-29,False
HostileTemper,2014-07-13,True
HostileTemper,2015-12-31,True
HostileTemper,2015-12-03,True
HostileTemper,2015-08-20,True
GenericNonCreativeProfile,2016-01-19,True
beefiest,2015-06-09,True
b167er,2016-07-03,True
76561198083780235,2015-09-27,True
76561198095222559,2014-12-17,True
huy115,2015-06-19,True
76561198065934504,2014-03-20,True
76561198065934504,2013-01-11,True
76561198065934504,2015-04-13,True
76561198071399737,2015-07-03,True
76561198071399737,2015-07-03,True
76561198054285764,2015-08-07,True
76561198139694944,2015-01-06,True
itschewz,2014-10-18,True
anthonyrocks65,2015-06-17,True
Bhulb,2014-03-28,True
76561198047901097,2014-01-11,True
76561198054508148,2011-12-18,True
offlinebyourmine,2016-05-15,True
offlinebyourmine,2016-05-15,True
76561198067593136,2015-07-18,False
HunkHogan69,2015-01-09,True
1337hunter,2015-09-18,True
1337hunter,2015-09-18,True
76561198062884956,2012-06-08,True
76561198062884956,2014-12-28,True
naomibby,2015-05-12,True
76561198061796524,2015-09-17,False
76561198061796524,2015-01-02,True
76561198009498722,2015-12-07,False
hzqBICEPS,2016-01-22,True
poopeepeepoo,2015-05-01,False
poopeepeepoo,2014-03-18,True
poopeepeepoo,2013-12-30,True
poopeepeepoo,2013-12-15,True
poopeepeepoo,2015-04-30,True
poopeepeepoo,2015-04-26,True
poopeepeepoo,2014-04-25,True
poopeepeepoo,2016-04-13,True
76561198046190974,2015-12-20,True
76561198041993527,2015-11-25,True
I_BBox_4_u,2015-11-27,True
zaintheking,2015-12-09,False
Ulrikk,2015-01-31,True
Ulrikk,2014-12-04,True
tickets845,2014-03-24,True
tickets845,2014-02-08,True
tickets845,2014-12-16,True
tickets845,2014-12-01,True
folkfrightsa,2015-08-22,True
76561198070792786,2015-08-14,False
pudjapu,2014-06-06,True
pudjapu,2015-07-29,True
pudjapu,2014-01-09,True
pudjapu,2014-02-12,True
pudjapu,2013-12-30,True
pudjapu,2015-08-26,True
76561198087871638,2013-06-15,True
iampro554433,2014-12-29,True
ian_ramsay,2015-02-15,True
ian_ramsay,2015-02-15,False
ian_ramsay,2015-08-24,True
76561198071526072,2015-09-11,True
76561198071526072,2015-09-11,True
76561198071526072,,True
76561198071526072,2016-03-27,True
76561198071526072,,True
76561198034167696,2014-06-26,True
nicholasd7,2014-06-27,True
nicholasd7,2015-06-21,False
nicholasd7,2016-08-30,False
76561197990772718,2015-03-15,True
IDGam3r,2014-09-29,True
IDGam3r,2014-09-29,True
IDGam3r,2014-09-29,True
IDGam3r,2014-09-29,True
IDGam3r,2015-05-26,True
IDGam3r,2015-03-19,True
IDGam3r,2014-06-15,True
IDGam3r,2015-12-04,True
HonestlyIdontcares,2014-04-17,True
76561198095214263,2014-01-18,True
FireInLatin,,True
FireInLatin,,True
FireInLatin,,True
FireInLatin,,True
FireInLatin,,True
IGotDahMunchies,2015-09-17,False
76561198068085433,2015-10-17,False
76561198068085433,2013-11-25,False
76561198068085433,2015-11-16,True
76561198068085433,2015-01-17,False
76561198068085433,,True
76561198068085433,2013-12-01,True
macey_moo,2015-09-27,True
macey_moo,2015-09-27,True
macey_moo,2015-10-15,False
macey_moo,2015-07-10,True
macey_moo,2014-01-15,True
macey_moo,2015-09-27,True
macey_moo,2015-09-27,True
macey_moo,2015-10-15,False
macey_moo,2015-07-10,True
macey_moo,2014-01-15,True
marster1618,2016-02-15,True
marster1618,2016-04-17,True
marster1618,2015-04-01,True
Illuminutter,2014-10-24,True
Illuminutter,2016-07-16,True
Illuminutter,,False
Illuminutter,2015-02-20,True
CancerCure,2015-09-07,True
76561198055499125,2015-01-21,True
ImSeriouss,2012-03-19,True
ImSeriouss,2014-01-13,True
ImSeriouss,2014-01-10,True
ImSeriouss,2014-01-10,True
ImSeriouss,2014-01-10,True
ImSeriouss,2014-12-17,True
ImSeriouss,2012-03-19,True
ImSeriouss,2014-01-13,True
ImSeriouss,2014-01-10,True
ImSeriouss,2014-01-10,True
ImSeriouss,2014-01-10,True
ImSeriouss,2014-12-17,True
76561198066760486,2014-01-29,True
76561198223442840,2015-09-29,True
76561198223442840,2015-10-09,True
76561198223442840,2015-08-21,True
dugec01,2011-08-23,True
staecrh,2015-10-25,False
staecrh,2014-11-28,False
infamouscharles,2015-10-04,False
infamouscharles,2015-10-25,True
Infinitespeed,2015-05-22,True
Infinitespeed,2016-01-29,True
Infinitespeed,,False
76561198095297673,2015-05-24,True
76561198088860621,2014-09-12,True
76561198088860621,2014-07-16,True
76561198088860621,2014-07-16,True
76561198088860621,2015-12-10,True
76561198088860621,2014-08-20,True
76561198088860621,2015-04-15,True
76561198068363182,2015-11-12,True
sweatmore,2014-02-26,True
76561198041240181,2015-06-25,True
76561198041240181,2015-08-18,True
76561198078587197,2015-12-13,True
guidetti1,2016-08-20,True
ias19112000,2014-03-21,False
ias19112000,2014-03-01,True
ias19112000,2013-12-09,True
ias19112000,2014-04-30,True
ias19112000,2013-04-21,False
76561198066084140,2015-09-18,True
76561198066084140,2015-11-21,True
76561198066084140,2016-05-20,True
76561198066084140,2014-06-09,True
76561198066084140,2014-12-03,True
76561198066084140,2012-08-28,True
alexisbest25,2015-10-15,True
alexisbest25,2015-06-04,True
alexisbest25,2016-01-23,False
alexisbest25,2016-02-17,False
iSkulz,,True
iSkulz,2015-12-31,True
iSkulz,2015-12-25,True
iSkulz,2015-12-19,True
Issekara,,True
ysarge,2012-09-26,True
ysarge,2013-09-25,True
ysarge,2014-03-24,True
ysarge,2013-03-15,True
ysarge,2013-07-13,True
ysarge,2014-02-23,True
ysarge,2014-02-15,False
ysarge,2014-08-22,False
ITCGaming101,2016-05-15,True
ITCGaming101,2016-03-30,True
ITCGaming101,,True
ITCGaming101,2016-06-25,True
ITCGaming101,2016-07-07,True
ITCGaming101,,True
ITCGaming101,2016-04-10,True
ITCGaming101,2016-05-15,True
ITCGaming101,2016-03-30,True
ITCGaming101,,True
ITCGaming101,2016-06-25,True
ITCGaming101,2016-07-07,True
ITCGaming101,,True
ITCGaming101,2016-04-10,True
yodadda,2014-09-26,True
yodadda,2015-09-25,False
yodadda,2015-09-17,True
yodadda,2013-11-30,True
yodadda,2014-01-04,False
yodadda,2014-01-10,True
yodadda,2013-12-29,True
yodadda,2014-04-25,False
itscriddle,2015-12-31,True
itscriddle,2014-08-04,True
iVerse,2015-08-24,True
iVoltGaming,,True
iVoltGaming,2015-11-02,True
iVoltGaming,,True
iVoltGaming,2016-07-02,True
iVoltGaming,2016-08-27,False
iVoltGaming,2016-04-26,True
76561198047273546,2014-10-06,True
76561198047273546,2014-10-06,True
76561198047273546,2014-04-05,False
ironcass,2016-06-24,False
ironcass,2016-06-24,True
ironcass,2016-06-24,True
ironcass,2016-06-19,True
ironcass,,True
ironcass,,True
ironcass,2016-08-30,True
ironcass,2016-04-29,True
ironcass,2016-06-24,False
ironcass,2016-06-24,True
ironcass,2016-06-24,True
ironcass,2016-06-19,True
ironcass,,True
ironcass,,True
ironcass,2016-08-30,True
ironcass,2016-04-29,True
76561198044586193,2014-08-11,True
JosephBarrett,2014-09-24,True
76561198155610749,2016-07-04,True
jinmanabe,2016-05-31,True
Jaberley,,True
Jaberley,,True
Jaberley,2016-01-29,True
thelostwolf,2016-01-18,True
thelostwolf,2014-08-22,True
keiran1,2015-04-15,True
Jacmac,2014-07-14,True
jadaik,2013-11-14,True
jadaik,2015-02-07,True
jadaik,2013-04-27,True
76561198021364449,2016-01-15,True
Guinhoh311,2014-10-23,True
Guinhoh311,2013-03-23,False
Guinhoh311,2015-07-05,True
76561198099036584,2013-07-25,True
76561198099036584,2015-01-20,True
76561198049901169,2013-12-23,True
Jamessss,2014-01-15,True
Jamessss,2016-08-24,True
JamsL33T,2015-10-09,True
76561198027305355,2016-03-14,True
76561198027305355,2015-01-20,True
76561198027305355,2015-02-07,True
76561198027305355,2015-08-22,True
76561198027305355,2016-03-14,True
76561198027305355,2015-01-20,True
76561198027305355,2015-02-07,True
76561198027305355,2015-08-22,True
76561198042113307,2015-12-30,True
JarpsAU,2015-09-16,True
JarpsAU,2015-09-16,True
JarpsAU,2016-06-04,True
JarpsAU,2016-07-07,True
JarpsAU,2016-07-02,True
JarpsAU,2016-08-28,True
JarpsAU,2016-08-22,True
jarvisnumbanine,2014-11-30,True
jarvisnumbanine,2016-06-04,True
jarvisnumbanine,2016-07-06,True
jarvisnumbanine,2016-07-04,True
jarvisnumbanine,2016-07-22,True
jarvisnumbanine,2016-07-12,True
jarvisnumbanine,2016-08-18,True
Memphis__,2015-05-02,True
jawdoe,2014-09-20,True
jawdoe,2014-05-11,True
jawdoe,2015-03-26,True
jawdoe,2014-07-07,True
jawdoe,2016-01-13,False
jawdoe,2014-01-01,True
Jaxon1049,2015-05-30,True
Jaxon1049,2013-12-15,True
76561198055262214,2014-05-10,False
76561198055365037,2014-12-26,True
Jc63921,2014-07-18,True
Jc63921,2016-02-13,False
jdrocks,2015-10-25,True
jdrocks,2012-10-19,True
jdrocks,2015-03-06,False
jdrocks,2015-12-08,False
jdrocks,2013-12-20,True
jdrocks,2013-12-13,True
idonothack,2014-11-03,True
idonothack,2013-02-12,True
76561198062417966,2014-03-07,True
76561198062417966,2016-06-13,True
76561198062417966,,False
76561198062417966,2012-08-25,True
76561198062417966,2014-04-12,True
76561198041845214,2014-10-29,False
76561198041845214,2014-10-29,True
76561198041845214,2014-10-29,True
76561198041845214,2014-10-29,True
76561198041845214,2014-10-29,False
76561198041845214,2015-05-05,True
76561198041845214,2015-08-20,True
76561198079495006,,True
76561198052516862,2014-03-08,True
76561198052516862,2015-02-28,False
geckglobal,2016-01-15,True
geckglobal,,True
xexilex,2013-12-26,True
xexilex,2013-12-16,True
xexilex,2015-12-11,True
xexilex,2014-04-12,True
NotVengeance,2016-07-25,False
aligindahousebabykosha,2015-11-16,True
aligindahousebabykosha,2015-06-10,True
aligindahousebabykosha,2015-12-24,True
76561198037540189,2013-12-24,True
1234567io9872345678765432,2015-09-17,True
1234567io9872345678765432,2014-11-03,True
1234567io9872345678765432,2015-05-08,True
1234567io9872345678765432,,True
1234567io9872345678765432,2015-06-05,False
1234567io9872345678765432,2014-12-14,True
1234567io9872345678765432,2015-08-27,True
1234567io9872345678765432,2014-04-21,True
76561198070993687,2015-11-08,True
psn_jmcgamer12,2014-05-06,False
psn_jmcgamer12,2015-06-27,True
psn_jmcgamer12,,False
psn_jmcgamer12,2013-02-22,True
psn_jmcgamer12,2015-12-09,True
psn_jmcgamer12,2013-12-09,True
psn_jmcgamer12,2015-04-18,True
76561198115194725,2015-02-22,True
captainchomp,2014-06-20,True
MezKip,2015-07-11,True
2ZESTY4ME,2016-03-11,True
2ZESTY4ME,2014-01-18,True
2ZESTY4ME,2014-01-12,False
2ZESTY4ME,2013-12-13,False
Qu_Boy,2014-03-05,True
Qu_Boy,2014-04-13,False
TheLifeAndTimesOfTim,2015-11-19,True
TheLifeAndTimesOfTim,2015-11-18,True
TheLifeAndTimesOfTim,2015-05-29,True
TheLifeAndTimesOfTim,2015-05-29,True
TheLifeAndTimesOfTim,2015-03-07,True
TheLifeAndTimesOfTim,2015-12-26,True
76561198081148689,2014-07-26,True
76561198081148689,2013-12-15,True
76561198079765149,2016-03-12,False
76561198055887918,2015-03-30,False
76561198055887918,2015-03-22,True
76561198055887918,2014-07-22,True
boazegevski,2014-04-25,True
76561198018552349,2014-05-18,True
76561198018552349,2014-12-22,True
76561198018552349,2014-04-10,True
Jonaleko,2015-11-11,False
Jonaleko,2015-11-01,False
Jonaleko,2015-02-21,True
Jonaleko,2014-12-19,True
76561198053060832,2013-10-18,True
mistersicklad483759,2015-09-30,True
mistersicklad483759,2016-01-23,True
mistersicklad483759,2015-09-30,True
mistersicklad483759,2016-01-23,True
Joshman106,2015-01-09,True
91221301,2014-10-24,True
91221301,2014-10-15,True
91221301,2014-12-05,True
91221301,2014-10-24,True
91221301,2014-10-15,True
91221301,2014-12-05,True
Terencio,2014-04-18,True
2ik4tf,2014-01-22,True
76561198077432581,2015-01-19,False
76561198077432581,2014-02-12,True
76561198077432581,2015-12-16,True
76561198055604266,2014-10-11,True
76561198055604266,2015-07-25,True
76561198055604266,2014-12-31,False
76561198107847795,2013-12-26,True
76561198107847795,2014-12-12,True
RichmondDaGamer,2015-02-20,True
RichmondDaGamer,2015-02-20,True
THEHITMONKEY,2015-05-03,True
THEHITMONKEY,2016-04-14,True
76561198046170033,2014-12-27,True
jubjub727,2015-06-02,True
jukianinja,2014-06-27,True
jukianinja,2016-08-30,False
JunG00berfuckingsucks,2015-11-17,True
JunG00berfuckingsucks,2016-05-18,True
JunG00berfuckingsucks,2016-05-14,True
JunG00berfuckingsucks,2016-03-18,True
JunG00berfuckingsucks,2015-07-25,True
JunG00berfuckingsucks,2015-07-24,True
JunG00berfuckingsucks,2014-12-01,True
JunG00berfuckingsucks,2015-08-09,True
76561198061493090,2014-03-28,True
76561198036171355,2013-11-29,True
76561198036171355,2013-11-29,True
76561198036171355,2014-03-25,True
76561198036171355,2014-01-03,True
76561198036171355,2013-12-18,True
76561198036171355,2014-04-21,True
mrpoo2,2015-11-09,True
mrpoo2,2013-11-29,True
mrpoo2,2014-05-23,False
mrpoo2,,True
76561198043276814,2016-02-13,True
Justmatel,2014-09-22,True
Justmatel,2014-06-23,True
Justmatel,2014-06-21,True
Justmatel,2014-07-31,True
Justmatel,2016-01-10,True
Justmatel,,True
Justmatel,2014-09-22,True
Justmatel,2014-06-23,True
Justmatel,2014-06-21,True
Justmatel,2014-07-31,True
Justmatel,2016-01-10,True
Justmatel,,True
ducksswamp,2014-05-10,True
ducksswamp,2014-05-10,True
ducksswamp,2014-02-27,True
ducksswamp,2014-04-03,False
ducksswamp,2014-04-11,True
spbko8o,2014-10-25,True
76561198107506517,2014-05-29,True
76561198079774158,2015-01-15,True
76561198079774158,2015-08-08,True
kaepora0gaebora,2013-05-01,True
iloveyouus,2014-12-24,True
prettyhm02forawhiteguy,2015-09-23,True
prettyhm02forawhiteguy,2014-02-28,True
runnerofchaos,2016-06-29,True
runnerofchaos,2015-08-21,True
KappaKaiju,2014-03-24,True
kappa_chino,2016-01-28,True
KappaSJ,2014-02-28,True
kards,2015-09-30,True
76561198121874542,2016-05-17,True
76561198121874542,2016-04-19,True
ownageog,2015-10-14,True
r3koil,,True
r3koil,,True
r3koil,2014-06-21,True
r3koil,2015-06-14,False
76561198026604616,2014-02-08,True
76561197970565267,2016-05-24,False
